# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          u        g        r        i        z
 651    561014  5.00  5.0  3.1     7.897    6.108    4.366    3.416    2.465 
 651    561014  5.00  6.0  3.1     9.458    7.294    5.231    4.091    2.952 
 651    561014  5.00  7.0  3.1    11.013    8.469    6.094    4.762    3.436 
 651    561014  5.00  8.0  3.1    12.564    9.634    6.953    5.430    3.919 
 651    561014  5.00  9.0  3.1    14.109   10.790    7.810    6.096    4.399 
 651    561014  5.00 10.0  3.1    15.650   11.937    8.665    6.758    4.876 
 652    629469  5.00  1.0  3.1     1.592    1.247    0.879    0.689    0.497 
 652    629469  5.00  2.0  3.1     3.178    2.481    1.755    1.375    0.993 
 652    629469  5.00  3.0  3.1     4.757    3.702    2.628    2.059    1.486 
 652    629469  5.00  4.0  3.1     6.330    4.911    3.498    2.739    1.977 
 652    629469  5.00  5.0  3.1     7.896    6.109    4.366    3.416    2.466 
 652    629469  5.00  6.0  3.1     9.458    7.295    5.231    4.091    2.952 
 652    629469  5.00  7.0  3.1    11.013    8.470    6.093    4.762    3.437 
 652    629469  5.00  8.0  3.1    12.564    9.635    6.953    5.430    3.919 
 652    629469  5.00  9.0  3.1    14.109   10.791    7.810    6.096    4.399 
 652    629469  5.00 10.0  3.1    15.650   11.938    8.665    6.758    4.877 
 653    706276  5.00  1.0  3.1     1.592    1.247    0.879    0.688    0.497 
 653    706276  5.00  2.0  3.1     3.178    2.481    1.755    1.375    0.992 
 653    706276  5.00  3.0  3.1     4.757    3.702    2.629    2.058    1.485 
 653    706276  5.00  4.0  3.1     6.330    4.912    3.499    2.738    1.976 
 653    706276  5.00  5.0  3.1     7.897    6.109    4.367    3.415    2.465 
 653    706276  5.00  6.0  3.1     9.458    7.295    5.232    4.090    2.952 
 653    706276  5.00  7.0  3.1    11.013    8.470    6.094    4.761    3.436 
 653    706276  5.00  8.0  3.1    12.564    9.635    6.954    5.430    3.918 
 653    706276  5.00  9.0  3.1    14.109   10.791    7.811    6.095    4.398 
 653    706276  5.00 10.0  3.1    15.650   11.938    8.666    6.758    4.876 
 654    792455  5.00  1.0  3.1     1.592    1.246    0.879    0.689    0.498 
 654    792455  5.00  2.0  3.1     3.177    2.480    1.756    1.375    0.993 
 654    792455  5.00  3.0  3.1     4.756    3.702    2.629    2.058    1.486 
 654    792455  5.00  4.0  3.1     6.329    4.911    3.499    2.738    1.977 
 654    792455  5.00  5.0  3.1     7.896    6.109    4.367    3.416    2.466 
 654    792455  5.00  6.0  3.1     9.457    7.295    5.232    4.090    2.952 
 654    792455  5.00  7.0  3.1    11.013    8.470    6.094    4.762    3.437 
 654    792455  5.00  8.0  3.1    12.563    9.635    6.954    5.430    3.919 
 654    792455  5.00  9.0  3.1    14.109   10.791    7.811    6.096    4.399 
 654    792455  5.00 10.0  3.1    15.650   11.937    8.666    6.758    4.877 
 655    889149  5.00  1.0  3.1     1.592    1.247    0.879    0.688    0.497 
 655    889149  5.00  2.0  3.1     3.177    2.481    1.755    1.374    0.993 
 655    889149  5.00  3.0  3.1     4.756    3.702    2.628    2.058    1.486 
 655    889149  5.00  4.0  3.1     6.329    4.912    3.498    2.738    1.977 
 655    889149  5.00  5.0  3.1     7.896    6.109    4.366    3.415    2.466 
 655    889149  5.00  6.0  3.1     9.457    7.295    5.231    4.090    2.952 
 655    889149  5.00  7.0  3.1    11.013    8.471    6.093    4.761    3.437 
 655    889149  5.00  8.0  3.1    12.563    9.636    6.953    5.430    3.919 
 655    889149  5.00  9.0  3.1    14.109   10.791    7.810    6.095    4.399 
 655    889149  5.00 10.0  3.1    15.650   11.938    8.665    6.758    4.877 
 656    997642  5.00  1.0  3.1     1.592    1.247    0.879    0.689    0.497 
 656    997642  5.00  2.0  3.1     3.178    2.481    1.755    1.375    0.993 
 656    997642  5.00  3.0  3.1     4.757    3.702    2.628    2.058    1.486 
 656    997642  5.00  4.0  3.1     6.330    4.912    3.499    2.739    1.977 
 656    997642  5.00  5.0  3.1     7.897    6.109    4.367    3.416    2.466 
 656    997642  5.00  6.0  3.1     9.458    7.295    5.232    4.090    2.952 
 656    997642  5.00  7.0  3.1    11.013    8.471    6.094    4.762    3.437 
 656    997642  5.00  8.0  3.1    12.564    9.636    6.954    5.430    3.919 
 656    997642  5.00  9.0  3.1    14.109   10.791    7.811    6.096    4.399 
 656    997642  5.00 10.0  3.1    15.650   11.938    8.665    6.758    4.877 
 657   1119373  5.00  1.0  3.1     1.593    1.247    0.879    0.689    0.497 
 657   1119373  5.00  2.0  3.1     3.178    2.481    1.755    1.375    0.993 
 657   1119373  5.00  3.0  3.1     4.757    3.703    2.628    2.058    1.486 
 657   1119373  5.00  4.0  3.1     6.330    4.912    3.499    2.739    1.977 
 657   1119373  5.00  5.0  3.1     7.897    6.109    4.366    3.416    2.466 
 657   1119373  5.00  6.0  3.1     9.458    7.296    5.231    4.090    2.952 
 657   1119373  5.00  7.0  3.1    11.014    8.471    6.093    4.762    3.437 
 657   1119373  5.00  8.0  3.1    12.564    9.636    6.953    5.430    3.919 
 657   1119373  5.00  9.0  3.1    14.110   10.792    7.810    6.096    4.399 
 657   1119373  5.00 10.0  3.1    15.651   11.939    8.665    6.758    4.877 
 658   1255958  5.00  1.0  3.1     1.592    1.246    0.879    0.689    0.497 
 658   1255958  5.00  2.0  3.1     3.178    2.480    1.756    1.375    0.993 
 658   1255958  5.00  3.0  3.1     4.757    3.702    2.629    2.058    1.486 
 658   1255958  5.00  4.0  3.1     6.330    4.911    3.499    2.738    1.977 
 658   1255958  5.00  5.0  3.1     7.897    6.109    4.367    3.416    2.466 
 658   1255958  5.00  6.0  3.1     9.458    7.295    5.232    4.090    2.952 
 658   1255958  5.00  7.0  3.1    11.014    8.470    6.094    4.762    3.437 
 658   1255958  5.00  8.0  3.1    12.564    9.636    6.954    5.430    3.919 
 658   1255958  5.00  9.0  3.1    14.110   10.791    7.811    6.096    4.399 
 658   1255958  5.00 10.0  3.1    15.651   11.938    8.666    6.758    4.877 
 659   1409209  5.00  1.0  3.1     1.592    1.247    0.879    0.689    0.498 
 659   1409209  5.00  2.0  3.1     3.178    2.481    1.755    1.375    0.993 
 659   1409209  5.00  3.0  3.1     4.757    3.702    2.629    2.058    1.486 
 659   1409209  5.00  4.0  3.1     6.330    4.912    3.499    2.739    1.977 
 659   1409209  5.00  5.0  3.1     7.897    6.109    4.367    3.416    2.466 
 659   1409209  5.00  6.0  3.1     9.458    7.296    5.232    4.090    2.953 
 659   1409209  5.00  7.0  3.1    11.014    8.471    6.094    4.762    3.437 
 659   1409209  5.00  8.0  3.1    12.564    9.636    6.954    5.430    3.919 
 659   1409209  5.00  9.0  3.1    14.110   10.792    7.811    6.096    4.399 
 659   1409209  5.00 10.0  3.1    15.651   11.939    8.666    6.758    4.877 
 660   1581159  5.00  1.0  3.1     1.592    1.246    0.879    0.689    0.497 
 660   1581159  5.00  2.0  3.1     3.177    2.481    1.756    1.375    0.992 
 660   1581159  5.00  3.0  3.1     4.757    3.702    2.629    2.058    1.485 
 660   1581159  5.00  4.0  3.1     6.329    4.912    3.499    2.739    1.976 
 660   1581159  5.00  5.0  3.1     7.896    6.109    4.367    3.416    2.465 
 660   1581159  5.00  6.0  3.1     9.458    7.295    5.232    4.091    2.952 
 660   1581159  5.00  7.0  3.1    11.013    8.471    6.094    4.762    3.436 
 660   1581159  5.00  8.0  3.1    12.564    9.636    6.954    5.431    3.919 
 660   1581159  5.00  9.0  3.1    14.109   10.792    7.811    6.096    4.399 
 660   1581159  5.00 10.0  3.1    15.650   11.938    8.666    6.759    4.876 
 661   1774090  5.00  1.0  3.1     1.592    1.246    0.879    0.688    0.497 
 661   1774090  5.00  2.0  3.1     3.178    2.480    1.756    1.375    0.993 
 661   1774090  5.00  3.0  3.1     4.757    3.702    2.629    2.058    1.486 
 661   1774090  5.00  4.0  3.1     6.330    4.911    3.499    2.738    1.977 
 661   1774090  5.00  5.0  3.1     7.897    6.109    4.367    3.415    2.466 
 661   1774090  5.00  6.0  3.1     9.458    7.295    5.232    4.090    2.952 
 661   1774090  5.00  7.0  3.1    11.014    8.471    6.094    4.761    3.437 
 661   1774090  5.00  8.0  3.1    12.564    9.636    6.954    5.430    3.919 
 661   1774090  5.00  9.0  3.1    14.110   10.792    7.811    6.095    4.399 
 661   1774090  5.00 10.0  3.1    15.651   11.938    8.666    6.758    4.877 
 662   1990563  5.00  1.0  3.1     1.592    1.246    0.879    0.689    0.498 
 662   1990563  5.00  2.0  3.1     3.177    2.480    1.755    1.375    0.993 
 662   1990563  5.00  3.0  3.1     4.757    3.702    2.628    2.058    1.486 
 662   1990563  5.00  4.0  3.1     6.330    4.911    3.499    2.738    1.977 
 662   1990563  5.00  5.0  3.1     7.897    6.109    4.366    3.416    2.466 
 662   1990563  5.00  6.0  3.1     9.458    7.295    5.231    4.090    2.953 
 662   1990563  5.00  7.0  3.1    11.014    8.471    6.094    4.762    3.437 
 662   1990563  5.00  8.0  3.1    12.564    9.636    6.953    5.430    3.920 
 662   1990563  5.00  9.0  3.1    14.110   10.792    7.810    6.096    4.400 
 662   1990563  5.00 10.0  3.1    15.650   11.938    8.665    6.758    4.877 
 663   2233450  5.00  1.0  3.1     1.592    1.246    0.879    0.689    0.497 
 663   2233450  5.00  2.0  3.1     3.177    2.480    1.755    1.375    0.993 
 663   2233450  5.00  3.0  3.1     4.756    3.702    2.628    2.059    1.486 
 663   2233450  5.00  4.0  3.1     6.329    4.912    3.499    2.739    1.977 
 663   2233450  5.00  5.0  3.1     7.896    6.109    4.367    3.416    2.466 
 663   2233450  5.00  6.0  3.1     9.458    7.295    5.232    4.091    2.952 
 663   2233450  5.00  7.0  3.1    11.013    8.471    6.094    4.762    3.437 
 663   2233450  5.00  8.0  3.1    12.564    9.636    6.954    5.431    3.919 
 663   2233450  5.00  9.0  3.1    14.109   10.792    7.811    6.096    4.399 
 663   2233450  5.00 10.0  3.1    15.650   11.939    8.665    6.759    4.877 
 664   2505973  5.00  1.0  3.1     1.593    1.247    0.879    0.689    0.497 
 664   2505973  5.00  2.0  3.1     3.178    2.481    1.756    1.375    0.992 
 664   2505973  5.00  3.0  3.1     4.757    3.702    2.629    2.058    1.485 
 664   2505973  5.00  4.0  3.1     6.330    4.912    3.499    2.738    1.976 
 664   2505973  5.00  5.0  3.1     7.897    6.109    4.367    3.416    2.465 
 664   2505973  5.00  6.0  3.1     9.459    7.296    5.232    4.090    2.952 
 664   2505973  5.00  7.0  3.1    11.014    8.471    6.094    4.762    3.436 
 664   2505973  5.00  8.0  3.1    12.565    9.636    6.954    5.430    3.919 
 664   2505973  5.00  9.0  3.1    14.110   10.792    7.811    6.096    4.399 
 664   2505973  5.00 10.0  3.1    15.651   11.939    8.666    6.758    4.876 
 665   2811749  5.00  1.0  3.1     1.593    1.247    0.879    0.689    0.498 
 665   2811749  5.00  2.0  3.1     3.178    2.481    1.755    1.375    0.993 
 665   2811749  5.00  3.0  3.1     4.757    3.703    2.628    2.059    1.486 
 665   2811749  5.00  4.0  3.1     6.330    4.912    3.499    2.739    1.977 
 665   2811749  5.00  5.0  3.1     7.897    6.110    4.366    3.416    2.466 
 665   2811749  5.00  6.0  3.1     9.459    7.296    5.231    4.091    2.953 
 665   2811749  5.00  7.0  3.1    11.014    8.471    6.094    4.762    3.437 
 665   2811749  5.00  8.0  3.1    12.565    9.637    6.953    5.431    3.919 
 665   2811749  5.00  9.0  3.1    14.110   10.792    7.811    6.096    4.399 
 665   2811749  5.00 10.0  3.1    15.651   11.939    8.665    6.759    4.877 
 666   3154836  5.00  1.0  3.1     1.592    1.246    0.879    0.689    0.497 
 666   3154836  5.00  2.0  3.1     3.177    2.480    1.755    1.375    0.993 
 666   3154836  5.00  3.0  3.1     4.757    3.702    2.629    2.058    1.486 
 666   3154836  5.00  4.0  3.1     6.330    4.911    3.499    2.739    1.977 
 666   3154836  5.00  5.0  3.1     7.897    6.109    4.367    3.416    2.466 
 666   3154836  5.00  6.0  3.1     9.458    7.295    5.232    4.090    2.952 
 666   3154836  5.00  7.0  3.1    11.014    8.471    6.094    4.762    3.437 
 666   3154836  5.00  8.0  3.1    12.564    9.636    6.954    5.430    3.919 
 666   3154836  5.00  9.0  3.1    14.110   10.792    7.811    6.096    4.399 
 666   3154836  5.00 10.0  3.1    15.650   11.939    8.666    6.758    4.877 
 667   3539785  5.00  1.0  3.1     1.592    1.247    0.879    0.689    0.497 
 667   3539785  5.00  2.0  3.1     3.178    2.481    1.755    1.375    0.992 
 667   3539785  5.00  3.0  3.1     4.757    3.702    2.628    2.058    1.485 
 667   3539785  5.00  4.0  3.1     6.330    4.912    3.499    2.738    1.976 
 667   3539785  5.00  5.0  3.1     7.897    6.110    4.367    3.416    2.465 
 667   3539785  5.00  6.0  3.1     9.458    7.296    5.231    4.090    2.952 
 667   3539785  5.00  7.0  3.1    11.014    8.471    6.094    4.761    3.436 
 667   3539785  5.00  8.0  3.1    12.564    9.636    6.954    5.430    3.919 
 667   3539785  5.00  9.0  3.1    14.110   10.792    7.811    6.095    4.399 
 667   3539785  5.00 10.0  3.1    15.651   11.939    8.665    6.758    4.876 
 668   3971706  5.00  1.0  3.1     1.592    1.246    0.880    0.689    0.498 
 668   3971706  5.00  2.0  3.1     3.178    2.480    1.756    1.375    0.993 
 668   3971706  5.00  3.0  3.1     4.757    3.702    2.629    2.059    1.486 
 668   3971706  5.00  4.0  3.1     6.330    4.911    3.499    2.739    1.977 
 668   3971706  5.00  5.0  3.1     7.897    6.109    4.367    3.416    2.466 
 668   3971706  5.00  6.0  3.1     9.458    7.295    5.232    4.091    2.953 
 668   3971706  5.00  7.0  3.1    11.014    8.471    6.094    4.762    3.437 
 668   3971706  5.00  8.0  3.1    12.565    9.636    6.954    5.431    3.919 
 668   3971706  5.00  9.0  3.1    14.110   10.792    7.811    6.096    4.399 
 668   3971706  5.00 10.0  3.1    15.651   11.938    8.666    6.759    4.877 
 669   4456330  5.00  1.0  3.1     1.592    1.247    0.879    0.689    0.497 
 669   4456330  5.00  2.0  3.1     3.177    2.481    1.755    1.375    0.993 
 669   4456330  5.00  3.0  3.1     4.757    3.702    2.629    2.058    1.486 
 669   4456330  5.00  4.0  3.1     6.330    4.912    3.499    2.739    1.977 
 669   4456330  5.00  5.0  3.1     7.897    6.110    4.367    3.416    2.466 
 669   4456330  5.00  6.0  3.1     9.458    7.296    5.232    4.090    2.952 
 669   4456330  5.00  7.0  3.1    11.014    8.471    6.094    4.762    3.437 
 669   4456330  5.00  8.0  3.1    12.564    9.636    6.954    5.430    3.919 
 669   4456330  5.00  9.0  3.1    14.110   10.792    7.811    6.096    4.399 
 669   4456330  5.00 10.0  3.1    15.650   11.939    8.666    6.758    4.877 
# Alambda for Fluks et al. 1994 M-giant spectra:
#  n      Teff  logg  Av   Rv          u        g        r        i        z
   0      3810  0.00  1.0  3.1     1.550    1.173    0.863    0.680    0.485 
   0      3810  0.00  2.0  3.1     3.096    2.338    1.723    1.356    0.968 
   0      3810  0.00  3.0  3.1     4.636    3.494    2.580    2.030    1.448 
   0      3810  0.00  4.0  3.1     6.173    4.642    3.435    2.700    1.926 
   0      3810  0.00  5.0  3.1     7.705    5.782    4.288    3.368    2.402 
   0      3810  0.00  6.0  3.1     9.234    6.916    5.138    4.033    2.876 
   0      3810  0.00  7.0  3.1    10.759    8.043    5.986    4.695    3.347 
   0      3810  0.00  8.0  3.1    12.281    9.163    6.832    5.354    3.816 
   0      3810  0.00  9.0  3.1    13.800   10.278    7.675    6.010    4.283 
   0      3810  0.00 10.0  3.1    15.316   11.387    8.517    6.664    4.748 
   1      3736  0.00  1.0  3.1     1.549    1.172    0.862    0.677    0.485 
   1      3736  0.00  2.0  3.1     3.093    2.335    1.721    1.352    0.967 
   1      3736  0.00  3.0  3.1     4.633    3.489    2.577    2.024    1.447 
   1      3736  0.00  4.0  3.1     6.168    4.635    3.431    2.692    1.925 
   1      3736  0.00  5.0  3.1     7.699    5.774    4.282    3.358    2.400 
   1      3736  0.00  6.0  3.1     9.227    6.906    5.131    4.022    2.873 
   1      3736  0.00  7.0  3.1    10.752    8.032    5.978    4.682    3.344 
   1      3736  0.00  8.0  3.1    12.273    9.151    6.822    5.339    3.813 
   1      3736  0.00  9.0  3.1    13.791   10.265    7.665    5.994    4.279 
   1      3736  0.00 10.0  3.1    15.306   11.373    8.505    6.646    4.744 
   2      3666  0.00  1.0  3.1     1.548    1.169    0.861    0.676    0.484 
   2      3666  0.00  2.0  3.1     3.091    2.329    1.718    1.348    0.965 
   2      3666  0.00  3.0  3.1     4.629    3.481    2.573    2.018    1.445 
   2      3666  0.00  4.0  3.1     6.163    4.625    3.426    2.684    1.922 
   2      3666  0.00  5.0  3.1     7.694    5.762    4.276    3.348    2.397 
   2      3666  0.00  6.0  3.1     9.220    6.891    5.124    4.010    2.869 
   2      3666  0.00  7.0  3.1    10.744    8.014    5.970    4.668    3.339 
   2      3666  0.00  8.0  3.1    12.264    9.132    6.814    5.324    3.808 
   2      3666  0.00  9.0  3.1    13.781   10.243    7.655    5.976    4.273 
   2      3666  0.00 10.0  3.1    15.296   11.350    8.495    6.626    4.737 
   3      3574  0.00  1.0  3.1     1.545    1.169    0.859    0.673    0.481 
   3      3574  0.00  2.0  3.1     3.086    2.327    1.716    1.343    0.961 
   3      3574  0.00  3.0  3.1     4.623    3.478    2.570    2.010    1.438 
