# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          u        g        r        i        z
 615     42000  5.00  8.0  3.1    12.561    9.613    6.945    5.428    3.912 
 615     42000  5.00  9.0  3.1    14.106   10.767    7.801    6.093    4.391 
 615     42000  5.00 10.0  3.1    15.646   11.912    8.655    6.755    4.868 
 616     43000  4.50  1.0  3.1     1.592    1.243    0.878    0.688    0.496 
 616     43000  4.50  2.0  3.1     3.177    2.474    1.753    1.374    0.990 
 616     43000  4.50  3.0  3.1     4.755    3.693    2.625    2.057    1.483 
 616     43000  4.50  4.0  3.1     6.327    4.900    3.494    2.737    1.973 
 616     43000  4.50  5.0  3.1     7.894    6.095    4.361    3.414    2.460 
 616     43000  4.50  6.0  3.1     9.454    7.278    5.224    4.088    2.946 
 616     43000  4.50  7.0  3.1    11.009    8.451    6.086    4.759    3.429 
 616     43000  4.50  8.0  3.1    12.559    9.614    6.944    5.427    3.911 
 616     43000  4.50  9.0  3.1    14.104   10.768    7.800    6.093    4.390 
 616     43000  4.50 10.0  3.1    15.644   11.913    8.654    6.755    4.866 
 617     43000  5.00  1.0  3.1     1.592    1.243    0.878    0.688    0.497 
 617     43000  5.00  2.0  3.1     3.177    2.474    1.753    1.374    0.991 
 617     43000  5.00  3.0  3.1     4.756    3.693    2.625    2.057    1.483 
 617     43000  5.00  4.0  3.1     6.329    4.900    3.494    2.737    1.973 
 617     43000  5.00  5.0  3.1     7.895    6.095    4.361    3.414    2.461 
 617     43000  5.00  6.0  3.1     9.456    7.278    5.225    4.088    2.947 
 617     43000  5.00  7.0  3.1    11.011    8.451    6.086    4.759    3.430 
 617     43000  5.00  8.0  3.1    12.561    9.614    6.945    5.428    3.912 
 617     43000  5.00  9.0  3.1    14.106   10.768    7.801    6.093    4.391 
 617     43000  5.00 10.0  3.1    15.647   11.913    8.654    6.755    4.868 
 618     44000  4.50  1.0  3.1     1.591    1.243    0.878    0.689    0.497 
 618     44000  4.50  2.0  3.1     3.176    2.474    1.753    1.375    0.991 
 618     44000  4.50  3.0  3.1     4.755    3.693    2.625    2.058    1.483 
 618     44000  4.50  4.0  3.1     6.328    4.900    3.494    2.738    1.973 
 618     44000  4.50  5.0  3.1     7.894    6.095    4.361    3.415    2.461 
 618     44000  4.50  6.0  3.1     9.454    7.278    5.225    4.089    2.947 
 618     44000  4.50  7.0  3.1    11.009    8.451    6.086    4.760    3.430 
 618     44000  4.50  8.0  3.1    12.559    9.615    6.944    5.428    3.911 
 618     44000  4.50  9.0  3.1    14.104   10.768    7.801    6.093    4.390 
 618     44000  4.50 10.0  3.1    15.644   11.913    8.654    6.756    4.867 
 619     44000  5.00  1.0  3.1     1.591    1.244    0.878    0.689    0.496 
 619     44000  5.00  2.0  3.1     3.177    2.475    1.753    1.374    0.991 
 619     44000  5.00  3.0  3.1     4.756    3.694    2.625    2.057    1.483 
 619     44000  5.00  4.0  3.1     6.328    4.900    3.495    2.737    1.973 
 619     44000  5.00  5.0  3.1     7.895    6.095    4.361    3.414    2.461 
 619     44000  5.00  6.0  3.1     9.456    7.279    5.225    4.089    2.946 
 619     44000  5.00  7.0  3.1    11.011    8.452    6.086    4.760    3.430 
 619     44000  5.00  8.0  3.1    12.561    9.615    6.945    5.428    3.911 
 619     44000  5.00  9.0  3.1    14.106   10.769    7.801    6.093    4.390 
 619     44000  5.00 10.0  3.1    15.647   11.914    8.655    6.756    4.867 
 620     45000  4.50  1.0  3.1     1.592    1.244    0.878    0.688    0.497 
 620     45000  4.50  2.0  3.1     3.177    2.475    1.753    1.374    0.991 
 620     45000  4.50  3.0  3.1     4.756    3.694    2.625    2.057    1.483 
 620     45000  4.50  4.0  3.1     6.328    4.900    3.494    2.737    1.973 
 620     45000  4.50  5.0  3.1     7.895    6.095    4.361    3.414    2.461 
 620     45000  4.50  6.0  3.1     9.455    7.279    5.224    4.088    2.946 
 620     45000  4.50  7.0  3.1    11.010    8.452    6.086    4.759    3.430 
 620     45000  4.50  8.0  3.1    12.560    9.615    6.944    5.427    3.911 
 620     45000  4.50  9.0  3.1    14.105   10.769    7.800    6.093    4.390 
 620     45000  4.50 10.0  3.1    15.645   11.914    8.654    6.755    4.867 
 621     45000  5.00  1.0  3.1     1.592    1.243    0.878    0.689    0.496 
 621     45000  5.00  2.0  3.1     3.177    2.475    1.753    1.374    0.991 
 621     45000  5.00  3.0  3.1     4.756    3.694    2.625    2.057    1.483 
 621     45000  5.00  4.0  3.1     6.329    4.900    3.494    2.737    1.973 
 621     45000  5.00  5.0  3.1     7.896    6.095    4.361    3.414    2.461 
 621     45000  5.00  6.0  3.1     9.457    7.279    5.224    4.089    2.946 
 621     45000  5.00  7.0  3.1    11.012    8.452    6.086    4.760    3.430 
 621     45000  5.00  8.0  3.1    12.562    9.615    6.944    5.428    3.911 
 621     45000  5.00  9.0  3.1    14.107   10.769    7.800    6.093    4.390 
 621     45000  5.00 10.0  3.1    15.647   11.914    8.654    6.756    4.867 
 622     46000  4.50  1.0  3.1     1.591    1.244    0.878    0.688    0.497 
 622     46000  4.50  2.0  3.1     3.176    2.475    1.753    1.374    0.991 
 622     46000  4.50  3.0  3.1     4.755    3.694    2.625    2.057    1.483 
 622     46000  4.50  4.0  3.1     6.328    4.901    3.494    2.737    1.973 
 622     46000  4.50  5.0  3.1     7.894    6.096    4.361    3.414    2.461 
 622     46000  4.50  6.0  3.1     9.455    7.280    5.224    4.088    2.947 
 622     46000  4.50  7.0  3.1    11.010    8.453    6.086    4.759    3.430 
 622     46000  4.50  8.0  3.1    12.560    9.616    6.944    5.427    3.911 
 622     46000  4.50  9.0  3.1    14.104   10.770    7.800    6.093    4.390 
 622     46000  4.50 10.0  3.1    15.644   11.915    8.654    6.755    4.867 
 623     46000  5.00  1.0  3.1     1.592    1.244    0.878    0.689    0.496 
 623     46000  5.00  2.0  3.1     3.177    2.475    1.753    1.375    0.991 
 623     46000  5.00  3.0  3.1     4.756    3.694    2.625    2.058    1.483 
 623     46000  5.00  4.0  3.1     6.329    4.901    3.494    2.738    1.973 
 623     46000  5.00  5.0  3.1     7.896    6.096    4.361    3.415    2.461 
 623     46000  5.00  6.0  3.1     9.457    7.280    5.224    4.089    2.946 
 623     46000  5.00  7.0  3.1    11.012    8.453    6.086    4.760    3.430 
 623     46000  5.00  8.0  3.1    12.562    9.616    6.944    5.428    3.911 
 623     46000  5.00  9.0  3.1    14.107   10.770    7.800    6.094    4.390 
 623     46000  5.00 10.0  3.1    15.648   11.915    8.654    6.756    4.867 
 624     47000  4.50  1.0  3.1     1.592    1.244    0.878    0.689    0.496 
 624     47000  4.50  2.0  3.1     3.177    2.475    1.752    1.374    0.991 
 624     47000  4.50  3.0  3.1     4.755    3.694    2.625    2.057    1.483 
 624     47000  4.50  4.0  3.1     6.328    4.901    3.494    2.737    1.973 
 624     47000  4.50  5.0  3.1     7.894    6.096    4.360    3.414    2.461 
 624     47000  4.50  6.0  3.1     9.455    7.280    5.224    4.089    2.946 
 624     47000  4.50  7.0  3.1    11.010    8.453    6.085    4.760    3.430 
 624     47000  4.50  8.0  3.1    12.560    9.616    6.944    5.428    3.911 
 624     47000  4.50  9.0  3.1    14.105   10.770    7.800    6.093    4.390 
 624     47000  4.50 10.0  3.1    15.645   11.915    8.654    6.756    4.867 
 625     47000  5.00  1.0  3.1     1.592    1.244    0.878    0.689    0.496 
 625     47000  5.00  2.0  3.1     3.178    2.475    1.753    1.375    0.990 
 625     47000  5.00  3.0  3.1     4.757    3.694    2.625    2.058    1.482 
 625     47000  5.00  4.0  3.1     6.330    4.901    3.495    2.738    1.972 
 625     47000  5.00  5.0  3.1     7.897    6.096    4.361    3.415    2.460 
 625     47000  5.00  6.0  3.1     9.458    7.280    5.225    4.089    2.946 
 625     47000  5.00  7.0  3.1    11.013    8.454    6.086    4.760    3.429 
 625     47000  5.00  8.0  3.1    12.563    9.617    6.945    5.428    3.911 
 625     47000  5.00  9.0  3.1    14.108   10.771    7.801    6.094    4.390 
 625     47000  5.00 10.0  3.1    15.649   11.916    8.654    6.756    4.866 
 626     48000  4.50  1.0  3.1     1.592    1.244    0.878    0.689    0.496 
 626     48000  4.50  2.0  3.1     3.177    2.476    1.753    1.375    0.990 
 626     48000  4.50  3.0  3.1     4.756    3.695    2.625    2.058    1.482 
 626     48000  4.50  4.0  3.1     6.328    4.902    3.494    2.738    1.972 
 626     48000  4.50  5.0  3.1     7.894    6.097    4.361    3.415    2.460 
 626     48000  4.50  6.0  3.1     9.455    7.281    5.225    4.089    2.946 
 626     48000  4.50  7.0  3.1    11.010    8.454    6.086    4.760    3.430 
 626     48000  4.50  8.0  3.1    12.560    9.617    6.945    5.428    3.911 
 626     48000  4.50  9.0  3.1    14.105   10.771    7.801    6.094    4.390 
 626     48000  4.50 10.0  3.1    15.645   11.916    8.655    6.756    4.867 
 627     48000  5.00  1.0  3.1     1.592    1.244    0.878    0.689    0.496 
 627     48000  5.00  2.0  3.1     3.177    2.475    1.753    1.374    0.990 
 627     48000  5.00  3.0  3.1     4.757    3.694    2.625    2.057    1.483 
 627     48000  5.00  4.0  3.1     6.329    4.901    3.495    2.737    1.973 
 627     48000  5.00  5.0  3.1     7.896    6.097    4.361    3.414    2.460 
 627     48000  5.00  6.0  3.1     9.457    7.280    5.225    4.089    2.946 
 627     48000  5.00  7.0  3.1    11.013    8.454    6.086    4.760    3.430 
 627     48000  5.00  8.0  3.1    12.563    9.617    6.945    5.428    3.911 
 627     48000  5.00  9.0  3.1    14.108   10.771    7.801    6.093    4.390 
 627     48000  5.00 10.0  3.1    15.648   11.916    8.654    6.756    4.867 
 628     49000  4.50  1.0  3.1     1.592    1.244    0.878    0.689    0.496 
 628     49000  4.50  2.0  3.1     3.177    2.475    1.753    1.375    0.991 
 628     49000  4.50  3.0  3.1     4.756    3.694    2.625    2.058    1.483 
 628     49000  4.50  4.0  3.1     6.328    4.901    3.495    2.738    1.973 
 628     49000  4.50  5.0  3.1     7.895    6.096    4.361    3.415    2.461 
 628     49000  4.50  6.0  3.1     9.455    7.280    5.225    4.089    2.946 
 628     49000  4.50  7.0  3.1    11.010    8.454    6.086    4.760    3.430 
 628     49000  4.50  8.0  3.1    12.560    9.617    6.945    5.428    3.911 
 628     49000  4.50  9.0  3.1    14.105   10.771    7.801    6.094    4.390 
 628     49000  4.50 10.0  3.1    15.645   11.916    8.655    6.756    4.867 
 629     49000  5.00  1.0  3.1     1.592    1.244    0.878    0.689    0.497 
 629     49000  5.00  2.0  3.1     3.178    2.475    1.753    1.375    0.991 
 629     49000  5.00  3.0  3.1     4.757    3.694    2.625    2.058    1.483 
 629     49000  5.00  4.0  3.1     6.330    4.901    3.494    2.738    1.973 
 629     49000  5.00  5.0  3.1     7.897    6.096    4.361    3.415    2.461 
 629     49000  5.00  6.0  3.1     9.458    7.280    5.225    4.089    2.947 
 629     49000  5.00  7.0  3.1    11.013    8.454    6.086    4.760    3.430 
 629     49000  5.00  8.0  3.1    12.563    9.617    6.944    5.429    3.912 
 629     49000  5.00  9.0  3.1    14.109   10.771    7.801    6.094    4.391 
 629     49000  5.00 10.0  3.1    15.649   11.916    8.654    6.756    4.867 
 630     50000  5.00  1.0  3.1     1.592    1.244    0.878    0.688    0.496 
 630     50000  5.00  2.0  3.1     3.177    2.476    1.753    1.374    0.991 
 630     50000  5.00  3.0  3.1     4.756    3.695    2.625    2.057    1.483 
 630     50000  5.00  4.0  3.1     6.329    4.902    3.495    2.737    1.973 
 630     50000  5.00  5.0  3.1     7.896    6.097    4.361    3.414    2.461 
 630     50000  5.00  6.0  3.1     9.457    7.281    5.225    4.088    2.946 
 630     50000  5.00  7.0  3.1    11.013    8.455    6.086    4.760    3.430 
 630     50000  5.00  8.0  3.1    12.563    9.618    6.945    5.428    3.911 
 630     50000  5.00  9.0  3.1    14.108   10.772    7.801    6.093    4.390 
 630     50000  5.00 10.0  3.1    15.649   11.917    8.655    6.756    4.867 
 631     56101  5.00  1.0  3.1     1.590    1.243    0.878    0.688    0.497 
 631     56101  5.00  2.0  3.1     3.174    2.474    1.754    1.374    0.992 
 631     56101  5.00  3.0  3.1     4.751    3.693    2.626    2.056    1.485 
 631     56101  5.00  4.0  3.1     6.323    4.900    3.496    2.736    1.975 
 631     56101  5.00  5.0  3.1     7.888    6.095    4.363    3.413    2.464 
 631     56101  5.00  6.0  3.1     9.448    7.279    5.228    4.087    2.950 
 631     56101  5.00  7.0  3.1    11.002    8.452    6.089    4.758    3.434 
 631     56101  5.00  8.0  3.1    12.551    9.615    6.948    5.426    3.916 
 631     56101  5.00  9.0  3.1    14.095   10.769    7.805    6.091    4.396 
 631     56101  5.00 10.0  3.1    15.635   11.914    8.659    6.753    4.873 
 632     62946  5.00  1.0  3.1     1.591    1.244    0.878    0.689    0.497 
 632     62946  5.00  2.0  3.1     3.175    2.475    1.754    1.374    0.992 
 632     62946  5.00  3.0  3.1     4.752    3.694    2.626    2.057    1.485 
 632     62946  5.00  4.0  3.1     6.324    4.901    3.496    2.737    1.976 
 632     62946  5.00  5.0  3.1     7.889    6.097    4.363    3.414    2.464 
 632     62946  5.00  6.0  3.1     9.449    7.281    5.228    4.088    2.950 
 632     62946  5.00  7.0  3.1    11.003    8.454    6.089    4.759    3.435 
 632     62946  5.00  8.0  3.1    12.553    9.617    6.949    5.427    3.916 
 632     62946  5.00  9.0  3.1    14.097   10.771    7.805    6.092    4.396 
 632     62946  5.00 10.0  3.1    15.637   11.917    8.659    6.754    4.874 
 633     70627  5.00  1.0  3.1     1.591    1.244    0.879    0.689    0.497 
 633     70627  5.00  2.0  3.1     3.175    2.476    1.754    1.374    0.992 
 633     70627  5.00  3.0  3.1     4.753    3.696    2.627    2.057    1.485 
 633     70627  5.00  4.0  3.1     6.324    4.903    3.497    2.737    1.976 
 633     70627  5.00  5.0  3.1     7.890    6.099    4.364    3.414    2.465 
 633     70627  5.00  6.0  3.1     9.450    7.283    5.229    4.088    2.951 
 633     70627  5.00  7.0  3.1    11.004    8.456    6.091    4.759    3.435 
 633     70627  5.00  8.0  3.1    12.554    9.620    6.950    5.427    3.917 
 633     70627  5.00  9.0  3.1    14.098   10.774    7.806    6.092    4.397 
 633     70627  5.00 10.0  3.1    15.638   11.920    8.661    6.754    4.874 
 634     79245  5.00  1.0  3.1     1.590    1.245    0.878    0.689    0.497 
 634     79245  5.00  2.0  3.1     3.175    2.477    1.754    1.374    0.992 
 634     79245  5.00  3.0  3.1     4.753    3.696    2.627    2.057    1.485 
 634     79245  5.00  4.0  3.1     6.325    4.904    3.497    2.737    1.976 
 634     79245  5.00  5.0  3.1     7.890    6.100    4.364    3.414    2.465 
 634     79245  5.00  6.0  3.1     9.451    7.284    5.228    4.088    2.951 
 634     79245  5.00  7.0  3.1    11.005    8.458    6.090    4.759    3.435 
 634     79245  5.00  8.0  3.1    12.555    9.622    6.950    5.428    3.917 
 634     79245  5.00  9.0  3.1    14.099   10.776    7.806    6.093    4.397 
 634     79245  5.00 10.0  3.1    15.639   11.922    8.661    6.755    4.874 
 635     88914  5.00  1.0  3.1     1.591    1.245    0.879    0.689    0.497 
 635     88914  5.00  2.0  3.1     3.175    2.477    1.755    1.374    0.992 
 635     88914  5.00  3.0  3.1     4.753    3.697    2.627    2.057    1.485 
 635     88914  5.00  4.0  3.1     6.325    4.905    3.497    2.737    1.976 
 635     88914  5.00  5.0  3.1     7.891    6.101    4.365    3.414    2.464 
 635     88914  5.00  6.0  3.1     9.452    7.286    5.229    4.089    2.951 
 635     88914  5.00  7.0  3.1    11.006    8.460    6.091    4.760    3.435 
 635     88914  5.00  8.0  3.1    12.556    9.624    6.951    5.428    3.917 
 635     88914  5.00  9.0  3.1    14.101   10.778    7.807    6.093    4.397 
 635     88914  5.00 10.0  3.1    15.641   11.924    8.662    6.755    4.874 
 636     99763  5.00  1.0  3.1     1.591    1.245    0.879    0.688    0.497 
 636     99763  5.00  2.0  3.1     3.175    2.478    1.754    1.374    0.992 
 636     99763  5.00  3.0  3.1     4.754    3.698    2.627    2.057    1.485 
 636     99763  5.00  4.0  3.1     6.326    4.906    3.497    2.737    1.976 
 636     99763  5.00  5.0  3.1     7.892    6.102    4.365    3.414    2.464 
 636     99763  5.00  6.0  3.1     9.452    7.287    5.229    4.088    2.951 
 636     99763  5.00  7.0  3.1    11.007    8.461    6.091    4.760    3.435 
 636     99763  5.00  8.0  3.1    12.557    9.625    6.951    5.428    3.917 
 636     99763  5.00  9.0  3.1    14.102   10.780    7.808    6.093    4.397 
 636     99763  5.00 10.0  3.1    15.642   11.926    8.662    6.755    4.874 
 637    111936  5.00  1.0  3.1     1.591    1.245    0.879    0.689    0.497 
 637    111936  5.00  2.0  3.1     3.176    2.478    1.755    1.374    0.992 
 637    111936  5.00  3.0  3.1     4.754    3.698    2.628    2.057    1.485 
 637    111936  5.00  4.0  3.1     6.326    4.906    3.498    2.738    1.976 
 637    111936  5.00  5.0  3.1     7.893    6.103    4.365    3.415    2.465 
 637    111936  5.00  6.0  3.1     9.453    7.288    5.230    4.089    2.951 
 637    111936  5.00  7.0  3.1    11.008    8.462    6.092    4.760    3.435 
 637    111936  5.00  8.0  3.1    12.558    9.626    6.952    5.428    3.917 
 637    111936  5.00  9.0  3.1    14.103   10.781    7.808    6.094    4.397 
 637    111936  5.00 10.0  3.1    15.643   11.927    8.663    6.756    4.875 
 638    125595  5.00  1.0  3.1     1.591    1.245    0.878    0.689    0.497 
 638    125595  5.00  2.0  3.1     3.176    2.478    1.754    1.375    0.992 
 638    125595  5.00  3.0  3.1     4.755    3.698    2.627    2.058    1.485 
 638    125595  5.00  4.0  3.1     6.327    4.907    3.497    2.738    1.976 
 638    125595  5.00  5.0  3.1     7.893    6.103    4.365    3.415    2.465 
 638    125595  5.00  6.0  3.1     9.454    7.288    5.230    4.089    2.951 
 638    125595  5.00  7.0  3.1    11.009    8.463    6.092    4.761    3.436 
 638    125595  5.00  8.0  3.1    12.559    9.627    6.951    5.429    3.918 
 638    125595  5.00  9.0  3.1    14.104   10.782    7.808    6.094    4.398 
 638    125595  5.00 10.0  3.1    15.644   11.928    8.662    6.757    4.875 
 639    140920  5.00  1.0  3.1     1.591    1.246    0.879    0.689    0.497 
 639    140920  5.00  2.0  3.1     3.176    2.479    1.755    1.375    0.993 
 639    140920  5.00  3.0  3.1     4.755    3.699    2.628    2.058    1.486 
 639    140920  5.00  4.0  3.1     6.327    4.908    3.498    2.738    1.977 
 639    140920  5.00  5.0  3.1     7.894    6.104    4.366    3.415    2.465 
 639    140920  5.00  6.0  3.1     9.454    7.290    5.230    4.089    2.952 
 639    140920  5.00  7.0  3.1    11.009    8.464    6.092    4.761    3.436 
 639    140920  5.00  8.0  3.1    12.559    9.629    6.952    5.429    3.918 
 639    140920  5.00  9.0  3.1    14.104   10.784    7.809    6.094    4.398 
 639    140920  5.00 10.0  3.1    15.645   11.930    8.663    6.757    4.876 
 640    158115  5.00  1.0  3.1     1.591    1.245    0.879    0.689    0.498 
 640    158115  5.00  2.0  3.1     3.177    2.478    1.755    1.375    0.993 
 640    158115  5.00  3.0  3.1     4.755    3.699    2.628    2.058    1.486 
 640    158115  5.00  4.0  3.1     6.328    4.908    3.498    2.738    1.977 
 640    158115  5.00  5.0  3.1     7.894    6.105    4.366    3.415    2.465 
 640    158115  5.00  6.0  3.1     9.455    7.290    5.230    4.089    2.952 
 640    158115  5.00  7.0  3.1    11.010    8.465    6.092    4.760    3.436 
 640    158115  5.00  8.0  3.1    12.560    9.629    6.952    5.429    3.918 
 640    158115  5.00  9.0  3.1    14.105   10.784    7.809    6.094    4.398 
 640    158115  5.00 10.0  3.1    15.646   11.930    8.663    6.757    4.876 
 641    177407  5.00  1.0  3.1     1.592    1.245    0.879    0.689    0.497 
 641    177407  5.00  2.0  3.1     3.177    2.479    1.755    1.375    0.993 
 641    177407  5.00  3.0  3.1     4.755    3.699    2.628    2.058    1.486 
 641    177407  5.00  4.0  3.1     6.328    4.908    3.498    2.738    1.977 
 641    177407  5.00  5.0  3.1     7.894    6.105    4.366    3.416    2.465 
 641    177407  5.00  6.0  3.1     9.455    7.290    5.231    4.090    2.952 
 641    177407  5.00  7.0  3.1    11.011    8.465    6.093    4.761    3.436 
 641    177407  5.00  8.0  3.1    12.561    9.630    6.952    5.430    3.918 
 641    177407  5.00  9.0  3.1    14.106   10.785    7.809    6.095    4.398 
 641    177407  5.00 10.0  3.1    15.646   11.931    8.664    6.757    4.876 
 642    199055  5.00  1.0  3.1     1.592    1.246    0.879    0.689    0.497 
 642    199055  5.00  2.0  3.1     3.177    2.479    1.755    1.375    0.992 
 642    199055  5.00  3.0  3.1     4.756    3.700    2.628    2.058    1.485 
 642    199055  5.00  4.0  3.1     6.328    4.909    3.498    2.738    1.976 
 642    199055  5.00  5.0  3.1     7.895    6.106    4.366    3.415    2.465 
 642    199055  5.00  6.0  3.1     9.456    7.291    5.231    4.089    2.951 
 642    199055  5.00  7.0  3.1    11.011    8.466    6.093    4.761    3.436 
 642    199055  5.00  8.0  3.1    12.561    9.631    6.952    5.429    3.918 
 642    199055  5.00  9.0  3.1    14.106   10.786    7.809    6.095    4.398 
 642    199055  5.00 10.0  3.1    15.647   11.932    8.664    6.757    4.875 
 643    223343  5.00  1.0  3.1     1.592    1.246    0.879    0.689    0.497 
 643    223343  5.00  2.0  3.1     3.177    2.480    1.755    1.375    0.992 
 643    223343  5.00  3.0  3.1     4.756    3.701    2.628    2.058    1.485 
 643    223343  5.00  4.0  3.1     6.329    4.910    3.498    2.738    1.976 
 643    223343  5.00  5.0  3.1     7.895    6.107    4.366    3.415    2.465 
 643    223343  5.00  6.0  3.1     9.456    7.292    5.231    4.090    2.952 
 643    223343  5.00  7.0  3.1    11.012    8.467    6.093    4.761    3.436 
 643    223343  5.00  8.0  3.1    12.562    9.632    6.952    5.429    3.918 
 643    223343  5.00  9.0  3.1    14.107   10.787    7.809    6.095    4.398 
 643    223343  5.00 10.0  3.1    15.648   11.934    8.664    6.757    4.876 
 644    250595  5.00  1.0  3.1     1.592    1.246    0.879    0.689    0.498 
 644    250595  5.00  2.0  3.1     3.177    2.479    1.755    1.375    0.993 
 644    250595  5.00  3.0  3.1     4.756    3.700    2.628    2.058    1.486 
 644    250595  5.00  4.0  3.1     6.329    4.909    3.498    2.738    1.977 
 644    250595  5.00  5.0  3.1     7.896    6.107    4.366    3.415    2.466 
 644    250595  5.00  6.0  3.1     9.456    7.292    5.230    4.090    2.952 
 644    250595  5.00  7.0  3.1    11.012    8.467    6.093    4.761    3.437 
 644    250595  5.00  8.0  3.1    12.562    9.632    6.952    5.429    3.919 
 644    250595  5.00  9.0  3.1    14.107   10.787    7.809    6.095    4.399 
 644    250595  5.00 10.0  3.1    15.648   11.934    8.664    6.757    4.876 
 645    281172  5.00  1.0  3.1     1.592    1.246    0.879    0.689    0.497 
 645    281172  5.00  2.0  3.1     3.178    2.480    1.755    1.375    0.992 
 645    281172  5.00  3.0  3.1     4.756    3.701    2.628    2.058    1.485 
 645    281172  5.00  4.0  3.1     6.329    4.910    3.498    2.738    1.976 
 645    281172  5.00  5.0  3.1     7.896    6.107    4.366    3.416    2.465 
 645    281172  5.00  6.0  3.1     9.457    7.293    5.231    4.090    2.952 
 645    281172  5.00  7.0  3.1    11.012    8.468    6.093    4.761    3.436 
 645    281172  5.00  8.0  3.1    12.563    9.633    6.953    5.430    3.918 
 645    281172  5.00  9.0  3.1    14.108   10.788    7.810    6.095    4.398 
 645    281172  5.00 10.0  3.1    15.648   11.935    8.664    6.758    4.876 
 646    315481  5.00  1.0  3.1     1.592    1.246    0.879    0.689    0.497 
 646    315481  5.00  2.0  3.1     3.177    2.479    1.755    1.375    0.993 
 646    315481  5.00  3.0  3.1     4.756    3.701    2.628    2.058    1.486 
 646    315481  5.00  4.0  3.1     6.329    4.910    3.499    2.738    1.977 
 646    315481  5.00  5.0  3.1     7.895    6.107    4.366    3.416    2.466 
 646    315481  5.00  6.0  3.1     9.456    7.293    5.231    4.090    2.952 
 646    315481  5.00  7.0  3.1    11.012    8.468    6.093    4.761    3.437 
 646    315481  5.00  8.0  3.1    12.562    9.633    6.953    5.430    3.919 
 646    315481  5.00  9.0  3.1    14.107   10.788    7.810    6.095    4.399 
 646    315481  5.00 10.0  3.1    15.648   11.935    8.665    6.758    4.876 
 647    353975  5.00  1.0  3.1     1.592    1.246    0.878    0.688    0.497 
 647    353975  5.00  2.0  3.1     3.177    2.480    1.755    1.374    0.993 
 647    353975  5.00  3.0  3.1     4.756    3.701    2.628    2.057    1.486 
 647    353975  5.00  4.0  3.1     6.329    4.910    3.498    2.738    1.977 
 647    353975  5.00  5.0  3.1     7.896    6.107    4.366    3.415    2.466 
 647    353975  5.00  6.0  3.1     9.457    7.293    5.231    4.089    2.952 
 647    353975  5.00  7.0  3.1    11.012    8.468    6.093    4.761    3.437 
 647    353975  5.00  8.0  3.1    12.563    9.633    6.952    5.429    3.919 
 647    353975  5.00  9.0  3.1    14.108   10.789    7.810    6.095    4.399 
 647    353975  5.00 10.0  3.1    15.648   11.935    8.664    6.757    4.876 
 648    397167  5.00  1.0  3.1     1.592    1.247    0.879    0.689    0.498 
 648    397167  5.00  2.0  3.1     3.177    2.480    1.755    1.375    0.993 
 648    397167  5.00  3.0  3.1     4.756    3.702    2.628    2.058    1.486 
 648    397167  5.00  4.0  3.1     6.329    4.911    3.498    2.739    1.977 
 648    397167  5.00  5.0  3.1     7.896    6.108    4.366    3.416    2.466 
 648    397167  5.00  6.0  3.1     9.457    7.294    5.231    4.090    2.952 
 648    397167  5.00  7.0  3.1    11.012    8.469    6.093    4.762    3.437 
 648    397167  5.00  8.0  3.1    12.563    9.634    6.953    5.430    3.919 
 648    397167  5.00  9.0  3.1    14.108   10.790    7.810    6.095    4.399 
 648    397167  5.00 10.0  3.1    15.649   11.936    8.664    6.758    4.877 
 649    445629  5.00  1.0  3.1     1.592    1.246    0.879    0.689    0.497 
 649    445629  5.00  2.0  3.1     3.177    2.480    1.755    1.375    0.993 
 649    445629  5.00  3.0  3.1     4.756    3.701    2.628    2.058    1.486 
 649    445629  5.00  4.0  3.1     6.329    4.910    3.499    2.739    1.977 
 649    445629  5.00  5.0  3.1     7.896    6.108    4.366    3.416    2.465 
 649    445629  5.00  6.0  3.1     9.457    7.294    5.231    4.090    2.952 
 649    445629  5.00  7.0  3.1    11.012    8.469    6.093    4.762    3.436 
 649    445629  5.00  8.0  3.1    12.563    9.634    6.953    5.430    3.919 
 649    445629  5.00  9.0  3.1    14.108   10.789    7.810    6.096    4.399 
 649    445629  5.00 10.0  3.1    15.649   11.936    8.665    6.758    4.876 
 650    500004  5.00  1.0  3.1     1.592    1.247    0.879    0.689    0.497 
 650    500004  5.00  2.0  3.1     3.178    2.481    1.755    1.375    0.992 
 650    500004  5.00  3.0  3.1     4.757    3.702    2.628    2.058    1.485 
 650    500004  5.00  4.0  3.1     6.330    4.911    3.499    2.738    1.976 
 650    500004  5.00  5.0  3.1     7.896    6.109    4.366    3.415    2.465 
 650    500004  5.00  6.0  3.1     9.458    7.295    5.231    4.090    2.952 
 650    500004  5.00  7.0  3.1    11.013    8.470    6.093    4.761    3.436 
 650    500004  5.00  8.0  3.1    12.563    9.635    6.953    5.430    3.919 
 650    500004  5.00  9.0  3.1    14.109   10.790    7.810    6.095    4.398 
 650    500004  5.00 10.0  3.1    15.650   11.937    8.665    6.758    4.876 
 651    561014  5.00  1.0  3.1     1.592    1.246    0.879    0.689    0.497 
 651    561014  5.00  2.0  3.1     3.178    2.480    1.755    1.375    0.992 
 651    561014  5.00  3.0  3.1     4.757    3.701    2.628    2.059    1.486 
 651    561014  5.00  4.0  3.1     6.330    4.911    3.499    2.739    1.977 
