# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          V        u        v        b        y     Hb_w     Hb_n
 191      4250  1.50  9.0  3.1     8.666   14.354   12.537   11.121    9.011   10.566   10.649 
 191      4250  1.50 10.0  3.1     9.600   15.935   13.927   12.353   10.010   11.739   11.832 
 192      4250  2.00  1.0  3.1     0.987    1.607    1.395    1.239    1.003    1.175    1.183 
 192      4250  2.00  2.0  3.1     1.968    3.211    2.790    2.477    2.006    2.350    2.367 
 192      4250  2.00  3.0  3.1     2.942    4.812    4.184    3.714    3.008    3.524    3.550 
 192      4250  2.00  4.0  3.1     3.911    6.410    5.578    4.951    4.010    4.699    4.733 
 192      4250  2.00  5.0  3.1     4.873    8.005    6.972    6.187    5.011    5.873    5.916 
 192      4250  2.00  6.0  3.1     5.829    9.597    8.365    7.422    6.012    7.047    7.099 
 192      4250  2.00  7.0  3.1     6.780   11.186    9.758    8.657    7.012    8.220    8.283 
 192      4250  2.00  8.0  3.1     7.725   12.773   11.150    9.891    8.012    9.393    9.466 
 192      4250  2.00  9.0  3.1     8.664   14.357   12.541   11.124    9.011   10.566   10.649 
 192      4250  2.00 10.0  3.1     9.598   15.938   13.933   12.357   10.009   11.739   11.832 
 193      4250  2.50  1.0  3.1     0.986    1.608    1.396    1.239    1.004    1.176    1.184 
 193      4250  2.50  2.0  3.1     1.966    3.212    2.792    2.477    2.006    2.351    2.367 
 193      4250  2.50  3.0  3.1     2.940    4.813    4.186    3.715    3.009    3.525    3.550 
 193      4250  2.50  4.0  3.1     3.908    6.412    5.581    4.952    4.010    4.700    4.733 
 193      4250  2.50  5.0  3.1     4.870    8.007    6.975    6.188    5.012    5.874    5.917 
 193      4250  2.50  6.0  3.1     5.826    9.599    8.368    7.424    6.012    7.048    7.100 
 193      4250  2.50  7.0  3.1     6.776   11.189    9.761    8.659    7.013    8.221    8.283 
 193      4250  2.50  8.0  3.1     7.721   12.776   11.154    9.893    8.012    9.395    9.466 
 193      4250  2.50  9.0  3.1     8.660   14.360   12.546   11.127    9.011   10.568   10.649 
 193      4250  2.50 10.0  3.1     9.593   15.942   13.938   12.360   10.010   11.741   11.832 
 194      4250  3.00  1.0  3.1     0.986    1.608    1.396    1.240    1.003    1.176    1.183 
 194      4250  3.00  2.0  3.1     1.965    3.212    2.792    2.478    2.006    2.351    2.367 
 194      4250  3.00  3.0  3.1     2.938    4.814    4.187    3.716    3.008    3.526    3.550 
 194      4250  3.00  4.0  3.1     3.906    6.412    5.582    4.954    4.010    4.700    4.733 
 194      4250  3.00  5.0  3.1     4.867    8.008    6.976    6.191    5.011    5.874    5.916 
 194      4250  3.00  6.0  3.1     5.823    9.600    8.370    7.427    6.012    7.048    7.099 
 194      4250  3.00  7.0  3.1     6.772   11.190    9.764    8.662    7.012    8.222    8.283 
 194      4250  3.00  8.0  3.1     7.716   12.777   11.157    9.897    8.012    9.396    9.466 
 194      4250  3.00  9.0  3.1     8.655   14.361   12.549   11.131    9.011   10.569   10.649 
 194      4250  3.00 10.0  3.1     9.588   15.943   13.941   12.364   10.009   11.742   11.832 
 195      4250  3.50  1.0  3.1     0.984    1.608    1.396    1.240    1.004    1.175    1.183 
 195      4250  3.50  2.0  3.1     1.963    3.212    2.792    2.479    2.006    2.351    2.366 
 195      4250  3.50  3.0  3.1     2.935    4.814    4.188    3.717    3.009    3.525    3.549 
 195      4250  3.50  4.0  3.1     3.902    6.412    5.583    4.955    4.011    4.700    4.732 
 195      4250  3.50  5.0  3.1     4.862    8.008    6.977    6.192    5.012    5.874    5.916 
 195      4250  3.50  6.0  3.1     5.817    9.600    8.372    7.429    6.012    7.049    7.099 
 195      4250  3.50  7.0  3.1     6.767   11.190    9.765    8.664    7.013    8.222    8.282 
 195      4250  3.50  8.0  3.1     7.710   12.777   11.158    9.900    8.012    9.396    9.465 
 195      4250  3.50  9.0  3.1     8.648   14.362   12.551   11.134    9.011   10.569   10.648 
 195      4250  3.50 10.0  3.1     9.581   15.943   13.943   12.368   10.010   11.742   11.831 
 196      4250  4.00  1.0  3.1     0.984    1.608    1.397    1.241    1.003    1.175    1.184 
 196      4250  4.00  2.0  3.1     1.961    3.212    2.793    2.480    2.006    2.350    2.367 
 196      4250  4.00  3.0  3.1     2.933    4.813    4.189    3.719    3.008    3.525    3.550 
 196      4250  4.00  4.0  3.1     3.899    6.412    5.584    4.957    4.010    4.700    4.733 
 196      4250  4.00  5.0  3.1     4.859    8.007    6.979    6.195    5.011    5.874    5.916 
 196      4250  4.00  6.0  3.1     5.813    9.600    8.373    7.431    6.012    7.049    7.100 
 196      4250  4.00  7.0  3.1     6.761   11.190    9.767    8.668    7.012    8.223    8.283 
 196      4250  4.00  8.0  3.1     7.704   12.777   11.160    9.903    8.011    9.396    9.466 
 196      4250  4.00  9.0  3.1     8.642   14.361   12.553   11.138    9.010   10.570   10.649 
 196      4250  4.00 10.0  3.1     9.574   15.943   13.946   12.372   10.009   11.743   11.832 
 197      4250  4.50  1.0  3.1     0.982    1.608    1.397    1.240    1.003    1.175    1.183 
 197      4250  4.50  2.0  3.1     1.959    3.212    2.793    2.480    2.006    2.351    2.366 
 197      4250  4.50  3.0  3.1     2.929    4.814    4.189    3.719    3.008    3.526    3.550 
 197      4250  4.50  4.0  3.1     3.894    6.412    5.584    4.958    4.010    4.700    4.733 
 197      4250  4.50  5.0  3.1     4.853    8.008    6.979    6.195    5.011    5.875    5.916 
 197      4250  4.50  6.0  3.1     5.807    9.601    8.373    7.433    6.012    7.049    7.099 
 197      4250  4.50  7.0  3.1     6.755   11.191    9.767    8.669    7.012    8.223    8.282 
 197      4250  4.50  8.0  3.1     7.697   12.778   11.161    9.905    8.011    9.397    9.465 
 197      4250  4.50  9.0  3.1     8.634   14.363   12.554   11.140    9.010   10.571   10.648 
 197      4250  4.50 10.0  3.1     9.566   15.945   13.946   12.374   10.009   11.744   11.831 
 198      4250  5.00  1.0  3.1     0.982    1.608    1.396    1.241    1.003    1.176    1.184 
 198      4250  5.00  2.0  3.1     1.958    3.213    2.792    2.480    2.006    2.351    2.367 
 198      4250  5.00  3.0  3.1     2.928    4.815    4.188    3.720    3.008    3.526    3.550 
 198      4250  5.00  4.0  3.1     3.892    6.414    5.583    4.958    4.010    4.701    4.733 
 198      4250  5.00  5.0  3.1     4.850    8.010    6.978    6.196    5.011    5.876    5.916 
 198      4250  5.00  6.0  3.1     5.803    9.604    8.372    7.433    6.011    7.050    7.099 
 198      4250  5.00  7.0  3.1     6.750   11.194    9.766    8.669    7.011    8.224    8.282 
 198      4250  5.00  8.0  3.1     7.692   12.782   11.159    9.905    8.011    9.398    9.466 
 198      4250  5.00  9.0  3.1     8.628   14.367   12.552   11.140    9.010   10.571   10.649 
 198      4250  5.00 10.0  3.1     9.559   15.950   13.945   12.374   10.008   11.745   11.832 
 199      4500  0.00  1.0  3.1     0.990    1.608    1.393    1.238    1.004    1.175    1.184 
 199      4500  0.00  2.0  3.1     1.972    3.212    2.786    2.475    2.007    2.350    2.367 
 199      4500  0.00  3.0  3.1     2.949    4.814    4.178    3.712    3.009    3.525    3.550 
 199      4500  0.00  4.0  3.1     3.919    6.412    5.570    4.948    4.011    4.699    4.734 
 199      4500  0.00  5.0  3.1     4.884    8.008    6.962    6.183    5.013    5.873    5.917 
 199      4500  0.00  6.0  3.1     5.842    9.601    8.352    7.417    6.014    7.046    7.100 
 199      4500  0.00  7.0  3.1     6.794   11.191    9.743    8.651    7.014    8.220    8.283 
 199      4500  0.00  8.0  3.1     7.740   12.778   11.133    9.884    8.014    9.393    9.466 
 199      4500  0.00  9.0  3.1     8.681   14.363   12.523   11.117    9.013   10.566   10.649 
 199      4500  0.00 10.0  3.1     9.616   15.945   13.912   12.348   10.011   11.738   11.833 
 200      4500  0.50  1.0  3.1     0.990    1.609    1.394    1.238    1.003    1.175    1.184 
 200      4500  0.50  2.0  3.1     1.974    3.214    2.787    2.475    2.006    2.350    2.367 
 200      4500  0.50  3.0  3.1     2.951    4.816    4.180    3.712    3.009    3.525    3.550 
 200      4500  0.50  4.0  3.1     3.922    6.416    5.573    4.948    4.011    4.699    4.734 
 200      4500  0.50  5.0  3.1     4.887    8.012    6.965    6.183    5.012    5.873    5.917 
 200      4500  0.50  6.0  3.1     5.845    9.606    8.356    7.418    6.013    7.047    7.100 
 200      4500  0.50  7.0  3.1     6.798   11.197    9.748    8.652    7.014    8.220    8.283 
 200      4500  0.50  8.0  3.1     7.745   12.785   11.138    9.885    8.013    9.393    9.466 
 200      4500  0.50  9.0  3.1     8.687   14.370   12.529   11.118    9.013   10.566   10.649 
 200      4500  0.50 10.0  3.1     9.622   15.953   13.919   12.350   10.011   11.739   11.833 
 201      4500  1.00  1.0  3.1     0.990    1.610    1.394    1.238    1.004    1.175    1.184 
 201      4500  1.00  2.0  3.1     1.974    3.216    2.788    2.476    2.007    2.350    2.367 
 201      4500  1.00  3.0  3.1     2.951    4.819    4.182    3.713    3.009    3.525    3.550 
 201      4500  1.00  4.0  3.1     3.923    6.419    5.575    4.949    4.011    4.699    4.734 
 201      4500  1.00  5.0  3.1     4.888    8.016    6.968    6.184    5.013    5.873    5.917 
 201      4500  1.00  6.0  3.1     5.847    9.611    8.360    7.419    6.014    7.047    7.100 
 201      4500  1.00  7.0  3.1     6.800   11.202    9.752    8.654    7.014    8.220    8.283 
 201      4500  1.00  8.0  3.1     7.748   12.791   11.143    9.887    8.014    9.394    9.466 
 201      4500  1.00  9.0  3.1     8.689   14.377   12.534   11.120    9.013   10.567   10.650 
 201      4500  1.00 10.0  3.1     9.625   15.960   13.925   12.352   10.012   11.739   11.833 
 202      4500  1.50  1.0  3.1     0.990    1.610    1.395    1.238    1.004    1.175    1.183 
 202      4500  1.50  2.0  3.1     1.974    3.217    2.789    2.476    2.007    2.350    2.367 
 202      4500  1.50  3.0  3.1     2.952    4.820    4.183    3.713    3.010    3.525    3.550 
 202      4500  1.50  4.0  3.1     3.923    6.421    5.577    4.950    4.012    4.699    4.733 
 202      4500  1.50  5.0  3.1     4.888    8.019    6.970    6.186    5.013    5.873    5.917 
 202      4500  1.50  6.0  3.1     5.848    9.614    8.363    7.421    6.014    7.047    7.100 
 202      4500  1.50  7.0  3.1     6.801   11.206    9.756    8.655    7.014    8.221    8.283 
 202      4500  1.50  8.0  3.1     7.749   12.795   11.148    9.889    8.014    9.394    9.466 
 202      4500  1.50  9.0  3.1     8.690   14.382   12.539   11.122    9.014   10.567   10.649 
 202      4500  1.50 10.0  3.1     9.626   15.965   13.930   12.355   10.012   11.740   11.832 
 203      4500  2.00  1.0  3.1     0.990    1.611    1.395    1.239    1.004    1.175    1.183 
 203      4500  2.00  2.0  3.1     1.974    3.218    2.790    2.477    2.007    2.350    2.366 
 203      4500  2.00  3.0  3.1     2.951    4.822    4.185    3.715    3.010    3.524    3.550 
 203      4500  2.00  4.0  3.1     3.923    6.424    5.579    4.951    4.012    4.699    4.733 
 203      4500  2.00  5.0  3.1     4.888    8.022    6.973    6.187    5.013    5.873    5.916 
 203      4500  2.00  6.0  3.1     5.848    9.618    8.366    7.423    6.014    7.047    7.099 
 203      4500  2.00  7.0  3.1     6.801   11.210    9.759    8.658    7.014    8.220    8.283 
 203      4500  2.00  8.0  3.1     7.748   12.800   11.151    9.892    8.014    9.394    9.466 
 203      4500  2.00  9.0  3.1     8.690   14.387   12.543   11.125    9.014   10.567   10.649 
 203      4500  2.00 10.0  3.1     9.626   15.971   13.935   12.357   10.012   11.739   11.832 
 204      4500  2.50  1.0  3.1     0.990    1.611    1.396    1.239    1.004    1.176    1.183 
 204      4500  2.50  2.0  3.1     1.974    3.218    2.791    2.477    2.007    2.351    2.367 
 204      4500  2.50  3.0  3.1     2.951    4.823    4.186    3.715    3.009    3.525    3.550 
 204      4500  2.50  4.0  3.1     3.922    6.425    5.581    4.952    4.011    4.700    4.733 
 204      4500  2.50  5.0  3.1     4.887    8.024    6.975    6.188    5.013    5.874    5.916 
 204      4500  2.50  6.0  3.1     5.846    9.619    8.368    7.423    6.014    7.048    7.100 
 204      4500  2.50  7.0  3.1     6.799   11.212    9.762    8.658    7.014    8.222    8.283 
 204      4500  2.50  8.0  3.1     7.747   12.802   11.154    9.893    8.014    9.395    9.466 
 204      4500  2.50  9.0  3.1     8.688   14.390   12.547   11.126    9.013   10.568   10.649 
 204      4500  2.50 10.0  3.1     9.624   15.974   13.938   12.359   10.012   11.741   11.832 
 205      4500  3.00  1.0  3.1     0.989    1.611    1.396    1.239    1.003    1.175    1.184 
 205      4500  3.00  2.0  3.1     1.972    3.219    2.792    2.477    2.006    2.350    2.367 
 205      4500  3.00  3.0  3.1     2.949    4.824    4.187    3.715    3.009    3.525    3.550 
 205      4500  3.00  4.0  3.1     3.920    6.426    5.582    4.952    4.011    4.700    4.733 
 205      4500  3.00  5.0  3.1     4.884    8.025    6.976    6.189    5.012    5.874    5.917 
 205      4500  3.00  6.0  3.1     5.843    9.621    8.370    7.425    6.013    7.048    7.100 
 205      4500  3.00  7.0  3.1     6.796   11.214    9.764    8.660    7.013    8.222    8.283 
 205      4500  3.00  8.0  3.1     7.742   12.804   11.157    9.894    8.013    9.395    9.466 
 205      4500  3.00  9.0  3.1     8.684   14.391   12.549   11.128    9.012   10.569   10.649 
 205      4500  3.00 10.0  3.1     9.619   15.976   13.941   12.361   10.011   11.742   11.832 
 206      4500  3.50  1.0  3.1     0.989    1.611    1.396    1.240    1.003    1.176    1.184 
 206      4500  3.50  2.0  3.1     1.971    3.219    2.792    2.478    2.006    2.351    2.367 
 206      4500  3.50  3.0  3.1     2.947    4.824    4.188    3.717    3.009    3.526    3.550 
 206      4500  3.50  4.0  3.1     3.917    6.426    5.583    4.954    4.010    4.701    4.733 
 206      4500  3.50  5.0  3.1     4.881    8.025    6.977    6.191    5.012    5.875    5.917 
 206      4500  3.50  6.0  3.1     5.839    9.621    8.371    7.427    6.013    7.049    7.100 
 206      4500  3.50  7.0  3.1     6.791   11.214    9.765    8.662    7.013    8.223    8.283 
 206      4500  3.50  8.0  3.1     7.737   12.805   11.158    9.897    8.013    9.397    9.466 
 206      4500  3.50  9.0  3.1     8.678   14.392   12.551   11.131    9.012   10.570   10.649 
 206      4500  3.50 10.0  3.1     9.613   15.977   13.943   12.365   10.011   11.743   11.832 
 207      4500  4.00  1.0  3.1     0.987    1.611    1.397    1.240    1.003    1.175    1.184 
 207      4500  4.00  2.0  3.1     1.968    3.219    2.793    2.479    2.006    2.350    2.367 
 207      4500  4.00  3.0  3.1     2.943    4.824    4.188    3.717    3.009    3.526    3.550 
 207      4500  4.00  4.0  3.1     3.912    6.426    5.583    4.955    4.011    4.700    4.734 
 207      4500  4.00  5.0  3.1     4.875    8.025    6.978    6.192    5.012    5.875    5.917 
 207      4500  4.00  6.0  3.1     5.832    9.621    8.372    7.429    6.013    7.049    7.100 
 207      4500  4.00  7.0  3.1     6.784   11.214    9.766    8.664    7.013    8.223    8.283 
 207      4500  4.00  8.0  3.1     7.729   12.804   11.159    9.899    8.013    9.397    9.466 
 207      4500  4.00  9.0  3.1     8.670   14.391   12.552   11.134    9.012   10.570   10.650 
 207      4500  4.00 10.0  3.1     9.604   15.976   13.945   12.367   10.010   11.744   11.833 
 208      4500  4.50  1.0  3.1     0.985    1.610    1.397    1.240    1.003    1.176    1.183 
 208      4500  4.50  2.0  3.1     1.965    3.218    2.793    2.479    2.006    2.351    2.366 
 208      4500  4.50  3.0  3.1     2.939    4.823    4.188    3.718    3.009    3.526    3.550 
 208      4500  4.50  4.0  3.1     3.907    6.424    5.584    4.956    4.010    4.701    4.733 
 208      4500  4.50  5.0  3.1     4.869    8.023    6.978    6.193    5.012    5.876    5.916 
 208      4500  4.50  6.0  3.1     5.825    9.619    8.373    7.430    6.012    7.050    7.099 
 208      4500  4.50  7.0  3.1     6.776   11.212    9.767    8.666    7.012    8.224    8.283 
 208      4500  4.50  8.0  3.1     7.721   12.802   11.160    9.902    8.012    9.398    9.466 
 208      4500  4.50  9.0  3.1     8.660   14.389   12.553   11.136    9.011   10.572   10.649 
 208      4500  4.50 10.0  3.1     9.594   15.973   13.946   12.370   10.010   11.745   11.832 
 209      4500  5.00  1.0  3.1     0.984    1.611    1.397    1.240    1.003    1.176    1.184 
