# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          V        u        v        b        y     Hb_w     Hb_n
 555     24000  5.00  6.0  3.1     6.002    9.717    8.389    7.444    6.027    7.051    7.100 
 555     24000  5.00  7.0  3.1     6.981   11.326    9.785    8.682    7.029    8.225    8.284 
 555     24000  5.00  8.0  3.1     7.953   12.933   11.181    9.920    8.031    9.399    9.467 
 555     24000  5.00  9.0  3.1     8.919   14.537   12.576   11.156    9.033   10.572   10.650 
 555     24000  5.00 10.0  3.1     9.879   16.138   13.971   12.393   10.034   11.745   11.834 
 556     25000  3.00  1.0  3.1     1.016    1.627    1.400    1.243    1.006    1.176    1.183 
 556     25000  3.00  2.0  3.1     2.025    3.251    2.799    2.484    2.011    2.351    2.367 
 556     25000  3.00  3.0  3.1     3.028    4.872    4.198    3.725    3.016    3.527    3.550 
 556     25000  3.00  4.0  3.1     4.025    6.490    5.596    4.965    4.020    4.702    4.733 
 556     25000  3.00  5.0  3.1     5.016    8.105    6.994    6.204    5.024    5.877    5.916 
 556     25000  3.00  6.0  3.1     6.001    9.717    8.391    7.443    6.027    7.051    7.100 
 556     25000  3.00  7.0  3.1     6.979   11.327    9.788    8.681    7.030    8.226    8.283 
 556     25000  3.00  8.0  3.1     7.951   12.934   11.184    9.918    8.032    9.400    9.466 
 556     25000  3.00  9.0  3.1     8.917   14.537   12.580   11.155    9.033   10.573   10.649 
 556     25000  3.00 10.0  3.1     9.877   16.139   13.976   12.391   10.034   11.747   11.832 
 557     25000  3.50  1.0  3.1     1.015    1.627    1.400    1.242    1.006    1.176    1.183 
 557     25000  3.50  2.0  3.1     2.025    3.251    2.799    2.483    2.011    2.352    2.367 
 557     25000  3.50  3.0  3.1     3.029    4.872    4.198    3.724    3.016    3.527    3.550 
 557     25000  3.50  4.0  3.1     4.026    6.490    5.596    4.964    4.020    4.702    4.733 
 557     25000  3.50  5.0  3.1     5.017    8.105    6.994    6.204    5.024    5.877    5.917 
 557     25000  3.50  6.0  3.1     6.002    9.717    8.391    7.443    6.027    7.052    7.100 
 557     25000  3.50  7.0  3.1     6.980   11.327    9.788    8.681    7.030    8.226    8.283 
 557     25000  3.50  8.0  3.1     7.953   12.934   11.184    9.918    8.032    9.400    9.466 
 557     25000  3.50  9.0  3.1     8.919   14.538   12.580   11.155    9.033   10.574   10.649 
 557     25000  3.50 10.0  3.1     9.879   16.139   13.975   12.391   10.034   11.747   11.833 
 558     25000  4.00  1.0  3.1     1.016    1.627    1.400    1.242    1.006    1.176    1.183 
 558     25000  4.00  2.0  3.1     2.026    3.251    2.799    2.484    2.011    2.351    2.366 
 558     25000  4.00  3.0  3.1     3.030    4.872    4.198    3.724    3.016    3.527    3.550 
 558     25000  4.00  4.0  3.1     4.027    6.490    5.596    4.965    4.020    4.702    4.733 
 558     25000  4.00  5.0  3.1     5.018    8.105    6.994    6.204    5.024    5.877    5.916 
 558     25000  4.00  6.0  3.1     6.003    9.717    8.391    7.443    6.027    7.051    7.100 
 558     25000  4.00  7.0  3.1     6.982   11.327    9.787    8.681    7.029    8.225    8.283 
 558     25000  4.00  8.0  3.1     7.954   12.934   11.184    9.918    8.031    9.399    9.466 
 558     25000  4.00  9.0  3.1     8.920   14.537   12.579   11.155    9.033   10.573   10.649 
 558     25000  4.00 10.0  3.1     9.880   16.139   13.974   12.391   10.034   11.747   11.833 
 559     25000  4.50  1.0  3.1     1.016    1.626    1.400    1.242    1.006    1.176    1.183 
 559     25000  4.50  2.0  3.1     2.025    3.250    2.799    2.483    2.011    2.351    2.367 
 559     25000  4.50  3.0  3.1     3.029    4.871    4.197    3.724    3.016    3.527    3.550 
 559     25000  4.50  4.0  3.1     4.026    6.489    5.595    4.965    4.020    4.702    4.734 
 559     25000  4.50  5.0  3.1     5.018    8.105    6.993    6.204    5.024    5.877    5.917 
 559     25000  4.50  6.0  3.1     6.002    9.717    8.390    7.443    6.027    7.051    7.100 
 559     25000  4.50  7.0  3.1     6.981   11.327    9.786    8.681    7.029    8.225    8.284 
 559     25000  4.50  8.0  3.1     7.953   12.933   11.183    9.919    8.031    9.399    9.467 
 559     25000  4.50  9.0  3.1     8.920   14.537   12.578   11.155    9.033   10.573   10.650 
 559     25000  4.50 10.0  3.1     9.880   16.138   13.973   12.392   10.034   11.746   11.833 
 560     25000  5.00  1.0  3.1     1.016    1.627    1.400    1.243    1.006    1.176    1.183 
 560     25000  5.00  2.0  3.1     2.025    3.251    2.798    2.484    2.012    2.352    2.367 
 560     25000  5.00  3.0  3.1     3.029    4.872    4.197    3.725    3.016    3.527    3.550 
 560     25000  5.00  4.0  3.1     4.026    6.490    5.595    4.965    4.021    4.702    4.734 
 560     25000  5.00  5.0  3.1     5.018    8.105    6.992    6.205    5.024    5.877    5.917 
 560     25000  5.00  6.0  3.1     6.002    9.717    8.389    7.444    6.028    7.051    7.100 
 560     25000  5.00  7.0  3.1     6.981   11.327    9.785    8.682    7.030    8.225    8.284 
 560     25000  5.00  8.0  3.1     7.953   12.934   11.181    9.920    8.032    9.399    9.467 
 560     25000  5.00  9.0  3.1     8.920   14.538   12.577   11.157    9.034   10.573   10.650 
 560     25000  5.00 10.0  3.1     9.880   16.139   13.972   12.393   10.035   11.746   11.833 
 561     26000  3.00  1.0  3.1     1.016    1.627    1.400    1.242    1.005    1.176    1.183 
 561     26000  3.00  2.0  3.1     2.026    3.251    2.799    2.484    2.011    2.352    2.366 
 561     26000  3.00  3.0  3.1     3.029    4.872    4.198    3.724    3.016    3.527    3.550 
 561     26000  3.00  4.0  3.1     4.026    6.490    5.596    4.964    4.020    4.703    4.733 
 561     26000  3.00  5.0  3.1     5.017    8.105    6.994    6.204    5.023    5.877    5.916 
 561     26000  3.00  6.0  3.1     6.001    9.718    8.391    7.442    6.027    7.052    7.099 
 561     26000  3.00  7.0  3.1     6.980   11.328    9.788    8.680    7.029    8.226    8.282 
 561     26000  3.00  8.0  3.1     7.952   12.934   11.184    9.918    8.031    9.400    9.466 
 561     26000  3.00  9.0  3.1     8.918   14.538   12.580   11.154    9.033   10.574   10.649 
 561     26000  3.00 10.0  3.1     9.877   16.140   13.975   12.390   10.033   11.748   11.832 
 562     26000  3.50  1.0  3.1     1.016    1.627    1.400    1.242    1.006    1.176    1.183 
 562     26000  3.50  2.0  3.1     2.026    3.251    2.799    2.483    2.011    2.352    2.367 
 562     26000  3.50  3.0  3.1     3.030    4.872    4.198    3.724    3.016    3.527    3.550 
 562     26000  3.50  4.0  3.1     4.027    6.490    5.596    4.964    4.020    4.702    4.733 
 562     26000  3.50  5.0  3.1     5.018    8.105    6.994    6.204    5.024    5.877    5.917 
 562     26000  3.50  6.0  3.1     6.003    9.718    8.391    7.442    6.027    7.052    7.100 
 562     26000  3.50  7.0  3.1     6.982   11.328    9.788    8.680    7.030    8.226    8.283 
 562     26000  3.50  8.0  3.1     7.954   12.934   11.184    9.918    8.032    9.400    9.466 
 562     26000  3.50  9.0  3.1     8.921   14.538   12.580   11.154    9.033   10.574   10.650 
 562     26000  3.50 10.0  3.1     9.881   16.140   13.975   12.390   10.034   11.747   11.833 
 563     26000  4.00  1.0  3.1     1.016    1.627    1.399    1.243    1.006    1.176    1.184 
 563     26000  4.00  2.0  3.1     2.025    3.251    2.798    2.484    2.011    2.352    2.367 
 563     26000  4.00  3.0  3.1     3.029    4.872    4.197    3.725    3.016    3.527    3.550 
 563     26000  4.00  4.0  3.1     4.027    6.490    5.595    4.965    4.020    4.702    4.734 
 563     26000  4.00  5.0  3.1     5.018    8.106    6.993    6.205    5.024    5.877    5.917 
 563     26000  4.00  6.0  3.1     6.003    9.718    8.390    7.443    6.027    7.051    7.100 
 563     26000  4.00  7.0  3.1     6.982   11.328    9.787    8.682    7.030    8.226    8.284 
 563     26000  4.00  8.0  3.1     7.954   12.935   11.183    9.919    8.032    9.400    9.467 
 563     26000  4.00  9.0  3.1     8.920   14.539   12.579   11.156    9.033   10.573   10.650 
 563     26000  4.00 10.0  3.1     9.880   16.140   13.974   12.392   10.034   11.747   11.833 
 564     26000  4.50  1.0  3.1     1.016    1.627    1.400    1.242    1.005    1.176    1.183 
 564     26000  4.50  2.0  3.1     2.026    3.251    2.799    2.484    2.011    2.352    2.367 
 564     26000  4.50  3.0  3.1     3.030    4.872    4.197    3.725    3.016    3.527    3.550 
 564     26000  4.50  4.0  3.1     4.027    6.490    5.595    4.965    4.020    4.702    4.734 
 564     26000  4.50  5.0  3.1     5.019    8.106    6.993    6.204    5.024    5.877    5.917 
 564     26000  4.50  6.0  3.1     6.004    9.718    8.390    7.443    6.027    7.051    7.100 
 564     26000  4.50  7.0  3.1     6.982   11.328    9.786    8.681    7.029    8.226    8.284 
 564     26000  4.50  8.0  3.1     7.955   12.935   11.183    9.919    8.031    9.399    9.467 
 564     26000  4.50  9.0  3.1     8.921   14.539   12.578   11.156    9.033   10.573   10.650 
 564     26000  4.50 10.0  3.1     9.881   16.140   13.973   12.392   10.034   11.746   11.833 
 565     26000  5.00  1.0  3.1     1.016    1.626    1.400    1.242    1.006    1.176    1.184 
 565     26000  5.00  2.0  3.1     2.026    3.250    2.799    2.483    2.011    2.351    2.367 
 565     26000  5.00  3.0  3.1     3.030    4.871    4.197    3.724    3.016    3.527    3.551 
 565     26000  5.00  4.0  3.1     4.027    6.490    5.595    4.965    4.021    4.702    4.734 
 565     26000  5.00  5.0  3.1     5.019    8.105    6.993    6.204    5.024    5.876    5.918 
 565     26000  5.00  6.0  3.1     6.004    9.718    8.389    7.443    6.027    7.051    7.101 
 565     26000  5.00  7.0  3.1     6.982   11.327    9.786    8.681    7.030    8.225    8.284 
 565     26000  5.00  8.0  3.1     7.955   12.934   11.182    9.919    8.032    9.399    9.467 
 565     26000  5.00  9.0  3.1     8.921   14.538   12.577   11.156    9.034   10.572   10.651 
 565     26000  5.00 10.0  3.1     9.881   16.140   13.972   12.392   10.034   11.746   11.834 
 566     27000  3.50  1.0  3.1     1.016    1.627    1.400    1.242    1.006    1.176    1.183 
 566     27000  3.50  2.0  3.1     2.026    3.251    2.799    2.484    2.011    2.351    2.367 
 566     27000  3.50  3.0  3.1     3.030    4.872    4.198    3.725    3.016    3.527    3.550 
 566     27000  3.50  4.0  3.1     4.027    6.491    5.596    4.965    4.020    4.702    4.733 
 566     27000  3.50  5.0  3.1     5.019    8.106    6.994    6.204    5.024    5.877    5.917 
 566     27000  3.50  6.0  3.1     6.004    9.719    8.392    7.443    6.027    7.051    7.100 
 566     27000  3.50  7.0  3.1     6.982   11.328    9.788    8.681    7.029    8.226    8.283 
 566     27000  3.50  8.0  3.1     7.955   12.935   11.185    9.918    8.032    9.400    9.466 
 566     27000  3.50  9.0  3.1     8.921   14.539   12.580   11.155    9.033   10.573   10.650 
 566     27000  3.50 10.0  3.1     9.881   16.141   13.976   12.391   10.034   11.747   11.833 
 567     27000  4.00  1.0  3.1     1.016    1.627    1.400    1.242    1.006    1.176    1.183 
 567     27000  4.00  2.0  3.1     2.026    3.251    2.799    2.483    2.012    2.352    2.366 
 567     27000  4.00  3.0  3.1     3.030    4.872    4.198    3.724    3.016    3.527    3.550 
 567     27000  4.00  4.0  3.1     4.027    6.490    5.596    4.964    4.021    4.702    4.733 
 567     27000  4.00  5.0  3.1     5.019    8.106    6.994    6.204    5.024    5.877    5.916 
 567     27000  4.00  6.0  3.1     6.004    9.719    8.391    7.443    6.028    7.051    7.100 
 567     27000  4.00  7.0  3.1     6.982   11.328    9.788    8.681    7.030    8.226    8.283 
 567     27000  4.00  8.0  3.1     7.955   12.935   11.184    9.918    8.032    9.400    9.466 
 567     27000  4.00  9.0  3.1     8.921   14.539   12.580   11.155    9.034   10.573   10.649 
 567     27000  4.00 10.0  3.1     9.882   16.141   13.975   12.391   10.035   11.747   11.832 
 568     27000  4.50  1.0  3.1     1.016    1.627    1.399    1.242    1.005    1.176    1.183 
 568     27000  4.50  2.0  3.1     2.026    3.251    2.798    2.484    2.011    2.351    2.367 
 568     27000  4.50  3.0  3.1     3.030    4.872    4.197    3.725    3.016    3.527    3.550 
 568     27000  4.50  4.0  3.1     4.028    6.490    5.595    4.965    4.020    4.702    4.733 
 568     27000  4.50  5.0  3.1     5.019    8.106    6.993    6.204    5.024    5.876    5.917 
 568     27000  4.50  6.0  3.1     6.004    9.718    8.390    7.443    6.027    7.051    7.100 
 568     27000  4.50  7.0  3.1     6.983   11.328    9.786    8.681    7.029    8.225    8.283 
 568     27000  4.50  8.0  3.1     7.956   12.935   11.183    9.919    8.031    9.399    9.467 
 568     27000  4.50  9.0  3.1     8.922   14.539   12.578   11.156    9.033   10.573   10.650 
 568     27000  4.50 10.0  3.1     9.882   16.141   13.973   12.392   10.034   11.746   11.833 
 569     27000  5.00  1.0  3.1     1.016    1.627    1.399    1.243    1.006    1.175    1.183 
 569     27000  5.00  2.0  3.1     2.026    3.251    2.798    2.484    2.011    2.351    2.367 
 569     27000  5.00  3.0  3.1     3.030    4.872    4.196    3.725    3.016    3.526    3.550 
 569     27000  5.00  4.0  3.1     4.027    6.490    5.594    4.965    4.020    4.701    4.734 
 569     27000  5.00  5.0  3.1     5.019    8.106    6.992    6.205    5.024    5.876    5.917 
 569     27000  5.00  6.0  3.1     6.004    9.718    8.389    7.444    6.027    7.051    7.100 
 569     27000  5.00  7.0  3.1     6.983   11.328    9.785    8.682    7.030    8.225    8.284 
 569     27000  5.00  8.0  3.1     7.955   12.935   11.181    9.920    8.032    9.399    9.467 
 569     27000  5.00  9.0  3.1     8.922   14.539   12.577   11.157    9.033   10.572   10.650 
 569     27000  5.00 10.0  3.1     9.882   16.141   13.972   12.393   10.034   11.746   11.833 
 570     28000  3.50  1.0  3.1     1.016    1.627    1.400    1.243    1.006    1.176    1.184 
 570     28000  3.50  2.0  3.1     2.026    3.251    2.799    2.484    2.011    2.352    2.367 
 570     28000  3.50  3.0  3.1     3.030    4.873    4.198    3.725    3.016    3.527    3.550 
 570     28000  3.50  4.0  3.1     4.028    6.491    5.596    4.965    4.020    4.703    4.734 
 570     28000  3.50  5.0  3.1     5.019    8.107    6.994    6.204    5.024    5.877    5.917 
 570     28000  3.50  6.0  3.1     6.004    9.719    8.392    7.443    6.027    7.052    7.100 
 570     28000  3.50  7.0  3.1     6.983   11.329    9.788    8.681    7.030    8.226    8.283 
 570     28000  3.50  8.0  3.1     7.956   12.936   11.185    9.918    8.032    9.400    9.467 
 570     28000  3.50  9.0  3.1     8.922   14.541   12.581   11.155    9.033   10.574   10.650 
 570     28000  3.50 10.0  3.1     9.882   16.142   13.976   12.391   10.034   11.748   11.833 
 571     28000  4.00  1.0  3.1     1.017    1.627    1.400    1.243    1.006    1.176    1.183 
 571     28000  4.00  2.0  3.1     2.027    3.251    2.799    2.484    2.012    2.352    2.367 
 571     28000  4.00  3.0  3.1     3.031    4.872    4.198    3.725    3.017    3.527    3.550 
 571     28000  4.00  4.0  3.1     4.029    6.490    5.596    4.965    4.021    4.702    4.733 
 571     28000  4.00  5.0  3.1     5.020    8.106    6.994    6.205    5.025    5.877    5.917 
 571     28000  4.00  6.0  3.1     6.005    9.719    8.391    7.443    6.028    7.052    7.100 
 571     28000  4.00  7.0  3.1     6.984   11.329    9.788    8.682    7.030    8.226    8.283 
 571     28000  4.00  8.0  3.1     7.957   12.936   11.184    9.919    8.032    9.400    9.466 
 571     28000  4.00  9.0  3.1     8.923   14.540   12.580   11.156    9.034   10.574   10.650 
 571     28000  4.00 10.0  3.1     9.884   16.141   13.975   12.392   10.035   11.747   11.833 
 572     28000  4.50  1.0  3.1     1.017    1.626    1.399    1.242    1.006    1.176    1.184 
 572     28000  4.50  2.0  3.1     2.027    3.251    2.798    2.483    2.012    2.352    2.367 
 572     28000  4.50  3.0  3.1     3.031    4.872    4.197    3.724    3.016    3.527    3.550 
 572     28000  4.50  4.0  3.1     4.029    6.490    5.595    4.964    4.021    4.702    4.734 
 572     28000  4.50  5.0  3.1     5.020    8.106    6.993    6.204    5.024    5.877    5.917 
 572     28000  4.50  6.0  3.1     6.005    9.718    8.390    7.443    6.027    7.051    7.100 
 572     28000  4.50  7.0  3.1     6.984   11.328    9.787    8.681    7.030    8.226    8.284 
 572     28000  4.50  8.0  3.1     7.957   12.935   11.183    9.919    8.032    9.399    9.467 
 572     28000  4.50  9.0  3.1     8.923   14.540   12.578   11.155    9.034   10.573   10.650 
 572     28000  4.50 10.0  3.1     9.884   16.141   13.974   12.391   10.035   11.747   11.833 
 573     28000  5.00  1.0  3.1     1.016    1.627    1.399    1.242    1.006    1.176    1.184 
 573     28000  5.00  2.0  3.1     2.026    3.251    2.798    2.484    2.012    2.352    2.367 
 573     28000  5.00  3.0  3.1     3.030    4.872    4.196    3.725    3.017    3.527    3.550 
 573     28000  5.00  4.0  3.1     4.028    6.490    5.594    4.965    4.021    4.702    4.734 
 573     28000  5.00  5.0  3.1     5.020    8.106    6.992    6.205    5.025    5.877    5.917 
 573     28000  5.00  6.0  3.1     6.005    9.719    8.389    7.444    6.028    7.052    7.100 
 573     28000  5.00  7.0  3.1     6.984   11.328    9.786    8.682    7.030    8.226    8.284 
 573     28000  5.00  8.0  3.1     7.956   12.936   11.182    9.919    8.032    9.400    9.467 
 573     28000  5.00  9.0  3.1     8.923   14.540   12.577   11.156    9.034   10.573   10.650 
 573     28000  5.00 10.0  3.1     9.883   16.141   13.972   12.392   10.035   11.747   11.833 
 574     29000  3.50  1.0  3.1     1.016    1.627    1.400    1.243    1.006    1.176    1.184 
 574     29000  3.50  2.0  3.1     2.027    3.251    2.799    2.484    2.011    2.351    2.367 
 574     29000  3.50  3.0  3.1     3.031    4.872    4.198    3.725    3.016    3.527    3.550 
 574     29000  3.50  4.0  3.1     4.028    6.491    5.597    4.965    4.020    4.702    4.733 
 574     29000  3.50  5.0  3.1     5.020    8.106    6.994    6.204    5.024    5.877    5.917 
 574     29000  3.50  6.0  3.1     6.005    9.719    8.392    7.443    6.027    7.051    7.100 
 574     29000  3.50  7.0  3.1     6.984   11.329    9.789    8.681    7.030    8.226    8.283 
 574     29000  3.50  8.0  3.1     7.957   12.936   11.185    9.918    8.032    9.400    9.466 
 574     29000  3.50  9.0  3.1     8.923   14.541   12.581   11.155    9.033   10.573   10.650 
 574     29000  3.50 10.0  3.1     9.884   16.142   13.976   12.391   10.034   11.747   11.833 
 575     29000  4.00  1.0  3.1     1.016    1.627    1.400    1.242    1.006    1.176    1.183 
 575     29000  4.00  2.0  3.1     2.027    3.251    2.799    2.484    2.011    2.351    2.366 
 575     29000  4.00  3.0  3.1     3.031    4.873    4.198    3.725    3.016    3.527    3.550 
 575     29000  4.00  4.0  3.1     4.029    6.491    5.596    4.965    4.021    4.702    4.733 
 575     29000  4.00  5.0  3.1     5.020    8.107    6.994    6.204    5.024    5.877    5.916 
 575     29000  4.00  6.0  3.1     6.006    9.719    8.391    7.443    6.027    7.051    7.100 
 575     29000  4.00  7.0  3.1     6.985   11.329    9.788    8.681    7.030    8.225    8.283 
 575     29000  4.00  8.0  3.1     7.957   12.937   11.184    9.919    8.032    9.399    9.466 
 575     29000  4.00  9.0  3.1     8.924   14.541   12.580   11.156    9.034   10.573   10.649 
 575     29000  4.00 10.0  3.1     9.885   16.143   13.976   12.392   10.035   11.747   11.833 
 576     29000  4.50  1.0  3.1     1.016    1.627    1.399    1.243    1.006    1.176    1.183 
 576     29000  4.50  2.0  3.1     2.027    3.251    2.799    2.484    2.011    2.352    2.367 
 576     29000  4.50  3.0  3.1     3.031    4.872    4.197    3.725    3.016    3.527    3.550 
 576     29000  4.50  4.0  3.1     4.029    6.491    5.595    4.965    4.020    4.703    4.733 
 576     29000  4.50  5.0  3.1     5.020    8.106    6.993    6.205    5.024    5.877    5.917 
 576     29000  4.50  6.0  3.1     6.006    9.719    8.390    7.444    6.027    7.052    7.100 
 576     29000  4.50  7.0  3.1     6.985   11.329    9.787    8.682    7.030    8.226    8.283 
 576     29000  4.50  8.0  3.1     7.957   12.936   11.183    9.919    8.032    9.400    9.466 
 576     29000  4.50  9.0  3.1     8.924   14.541   12.579   11.156    9.034   10.574   10.650 
 576     29000  4.50 10.0  3.1     9.885   16.142   13.974   12.392   10.035   11.747   11.833 
 577     29000  5.00  1.0  3.1     1.016    1.627    1.400    1.243    1.006    1.176    1.184 
 577     29000  5.00  2.0  3.1     2.027    3.251    2.799    2.484    2.011    2.352    2.367 
 577     29000  5.00  3.0  3.1     3.031    4.872    4.197    3.725    3.016    3.527    3.551 
 577     29000  5.00  4.0  3.1     4.029    6.491    5.595    4.965    4.020    4.702    4.734 
 577     29000  5.00  5.0  3.1     5.020    8.106    6.993    6.205    5.024    5.877    5.917 
 577     29000  5.00  6.0  3.1     6.006    9.719    8.390    7.444    6.027    7.051    7.101 
 577     29000  5.00  7.0  3.1     6.985   11.329    9.786    8.682    7.030    8.226    8.284 
 577     29000  5.00  8.0  3.1     7.957   12.936   11.182    9.920    8.032    9.400    9.467 
 577     29000  5.00  9.0  3.1     8.924   14.540   12.578   11.157    9.033   10.573   10.651 
 577     29000  5.00 10.0  3.1     9.885   16.142   13.973   12.393   10.034   11.746   11.834 
 578     30000  3.50  1.0  3.1     1.016    1.627    1.400    1.242    1.006    1.176    1.184 
 578     30000  3.50  2.0  3.1     2.026    3.252    2.800    2.484    2.011    2.351    2.367 
 578     30000  3.50  3.0  3.1     3.030    4.873    4.198    3.725    3.016    3.527    3.550 
 578     30000  3.50  4.0  3.1     4.028    6.492    5.597    4.965    4.020    4.702    4.734 
 578     30000  3.50  5.0  3.1     5.020    8.107    6.995    6.204    5.024    5.877    5.917 
 578     30000  3.50  6.0  3.1     6.005    9.720    8.392    7.443    6.027    7.051    7.100 
 578     30000  3.50  7.0  3.1     6.984   11.330    9.789    8.681    7.030    8.226    8.283 
 578     30000  3.50  8.0  3.1     7.957   12.938   11.185    9.918    8.032    9.400    9.467 
 578     30000  3.50  9.0  3.1     8.923   14.542   12.581   11.155    9.033   10.573   10.650 
 578     30000  3.50 10.0  3.1     9.884   16.144   13.976   12.391   10.034   11.747   11.833 
 579     30000  4.00  1.0  3.1     1.017    1.627    1.400    1.242    1.006    1.176    1.183 
 579     30000  4.00  2.0  3.1     2.027    3.251    2.799    2.484    2.012    2.352    2.366 
 579     30000  4.00  3.0  3.1     3.031    4.872    4.198    3.725    3.016    3.527    3.550 
 579     30000  4.00  4.0  3.1     4.029    6.491    5.596    4.965    4.021    4.702    4.733 
 579     30000  4.00  5.0  3.1     5.021    8.107    6.994    6.204    5.024    5.877    5.916 
 579     30000  4.00  6.0  3.1     6.006    9.720    8.391    7.443    6.028    7.052    7.100 
 579     30000  4.00  7.0  3.1     6.986   11.330    9.788    8.681    7.030    8.226    8.283 
 579     30000  4.00  8.0  3.1     7.958   12.937   11.184    9.919    8.032    9.400    9.466 
 579     30000  4.00  9.0  3.1     8.925   14.541   12.580   11.155    9.034   10.574   10.649 
 579     30000  4.00 10.0  3.1     9.886   16.143   13.976   12.391   10.035   11.747   11.833 
 580     30000  4.50  1.0  3.1     1.017    1.628    1.400    1.242    1.006    1.176    1.183 
 580     30000  4.50  2.0  3.1     2.027    3.252    2.799    2.483    2.012    2.352    2.367 
 580     30000  4.50  3.0  3.1     3.031    4.873    4.198    3.724    3.016    3.527    3.550 
 580     30000  4.50  4.0  3.1     4.029    6.492    5.596    4.965    4.021    4.703    4.733 
 580     30000  4.50  5.0  3.1     5.021    8.108    6.994    6.204    5.025    5.877    5.917 
 580     30000  4.50  6.0  3.1     6.006    9.720    8.391    7.443    6.028    7.052    7.100 
 580     30000  4.50  7.0  3.1     6.986   11.331    9.788    8.681    7.030    8.226    8.283 
 580     30000  4.50  8.0  3.1     7.959   12.938   11.184    9.919    8.032    9.400    9.466 
 580     30000  4.50  9.0  3.1     8.925   14.542   12.580   11.155    9.034   10.574   10.650 
 580     30000  4.50 10.0  3.1     9.886   16.144   13.975   12.391   10.035   11.747   11.833 
 581     30000  5.00  1.0  3.1     1.016    1.627    1.400    1.243    1.006    1.176    1.183 
 581     30000  5.00  2.0  3.1     2.026    3.252    2.799    2.484    2.011    2.351    2.366 
 581     30000  5.00  3.0  3.1     3.031    4.873    4.197    3.725    3.016    3.527    3.550 
 581     30000  5.00  4.0  3.1     4.029    6.492    5.595    4.965    4.020    4.702    4.733 
 581     30000  5.00  5.0  3.1     5.020    8.107    6.993    6.205    5.024    5.876    5.916 
 581     30000  5.00  6.0  3.1     6.006    9.720    8.390    7.444    6.027    7.051    7.100 
 581     30000  5.00  7.0  3.1     6.985   11.330    9.787    8.682    7.030    8.225    8.283 
 581     30000  5.00  8.0  3.1     7.958   12.938   11.183    9.920    8.032    9.399    9.466 
 581     30000  5.00  9.0  3.1     8.925   14.542   12.578   11.157    9.033   10.573   10.650 
 581     30000  5.00 10.0  3.1     9.885   16.144   13.974   12.393   10.034   11.746   11.833 
 582     31000  3.50  1.0  3.1     1.017    1.627    1.399    1.242    1.006    1.176    1.183 
 582     31000  3.50  2.0  3.1     2.027    3.251    2.799    2.484    2.011    2.352    2.366 
 582     31000  3.50  3.0  3.1     3.031    4.873    4.198    3.725    3.016    3.527    3.550 
 582     31000  3.50  4.0  3.1     4.029    6.492    5.596    4.965    4.020    4.702    4.733 
 582     31000  3.50  5.0  3.1     5.021    8.107    6.994    6.204    5.024    5.877    5.916 
 582     31000  3.50  6.0  3.1     6.006    9.721    8.391    7.443    6.027    7.052    7.099 
 582     31000  3.50  7.0  3.1     6.985   11.331    9.788    8.681    7.030    8.226    8.283 
 582     31000  3.50  8.0  3.1     7.957   12.938   11.184    9.918    8.032    9.400    9.466 
 582     31000  3.50  9.0  3.1     8.924   14.543   12.580   11.155    9.034   10.574   10.649 
 582     31000  3.50 10.0  3.1     9.884   16.145   13.976   12.391   10.035   11.748   11.832 
 583     31000  4.00  1.0  3.1     1.017    1.627    1.400    1.242    1.006    1.176    1.183 
 583     31000  4.00  2.0  3.1     2.027    3.251    2.799    2.483    2.012    2.352    2.367 
 583     31000  4.00  3.0  3.1     3.032    4.873    4.198    3.724    3.016    3.528    3.550 
 583     31000  4.00  4.0  3.1     4.030    6.491    5.596    4.964    4.021    4.703    4.733 
 583     31000  4.00  5.0  3.1     5.022    8.107    6.994    6.204    5.024    5.878    5.916 
 583     31000  4.00  6.0  3.1     6.007    9.720    8.391    7.443    6.028    7.052    7.100 
 583     31000  4.00  7.0  3.1     6.986   11.330    9.788    8.681    7.030    8.227    8.283 
 583     31000  4.00  8.0  3.1     7.959   12.938   11.184    9.918    8.032    9.401    9.466 
 583     31000  4.00  9.0  3.1     8.926   14.542   12.580   11.155    9.034   10.574   10.649 
 583     31000  4.00 10.0  3.1     9.887   16.144   13.976   12.391   10.035   11.748   11.833 
 584     31000  4.50  1.0  3.1     1.016    1.628    1.400    1.242    1.006    1.176    1.184 
 584     31000  4.50  2.0  3.1     2.027    3.252    2.799    2.484    2.012    2.352    2.367 
 584     31000  4.50  3.0  3.1     3.031    4.873    4.198    3.725    3.016    3.527    3.550 
 584     31000  4.50  4.0  3.1     4.029    6.492    5.596    4.965    4.021    4.702    4.734 
 584     31000  4.50  5.0  3.1     5.021    8.108    6.994    6.204    5.024    5.877    5.917 
 584     31000  4.50  6.0  3.1     6.007    9.721    8.391    7.443    6.028    7.052    7.100 
 584     31000  4.50  7.0  3.1     6.986   11.331    9.788    8.682    7.030    8.226    8.283 
 584     31000  4.50  8.0  3.1     7.959   12.938   11.184    9.919    8.032    9.400    9.467 
 584     31000  4.50  9.0  3.1     8.926   14.543   12.580   11.156    9.034   10.574   10.650 
 584     31000  4.50 10.0  3.1     9.887   16.145   13.975   12.392   10.035   11.747   11.833 
 585     31000  5.00  1.0  3.1     1.017    1.627    1.399    1.242    1.006    1.176    1.183 
