# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          I        J        H       Ks
 525     19000  2.50  8.0  3.1     4.893    2.310    1.457    0.940 
 525     19000  2.50  9.0  3.1     5.490    2.596    1.639    1.057 
 525     19000  2.50 10.0  3.1     6.083    2.881    1.820    1.175 
 526     19000  3.00  1.0  3.1     0.623    0.291    0.183    0.118 
 526     19000  3.00  2.0  3.1     1.243    0.581    0.366    0.236 
 526     19000  3.00  3.0  3.1     1.860    0.870    0.548    0.353 
 526     19000  3.00  4.0  3.1     2.473    1.159    0.731    0.471 
 526     19000  3.00  5.0  3.1     3.083    1.448    0.913    0.588 
 526     19000  3.00  6.0  3.1     3.690    1.736    1.095    0.706 
 526     19000  3.00  7.0  3.1     4.293    2.023    1.276    0.823 
 526     19000  3.00  8.0  3.1     4.893    2.309    1.458    0.941 
 526     19000  3.00  9.0  3.1     5.490    2.595    1.639    1.058 
 526     19000  3.00 10.0  3.1     6.083    2.881    1.821    1.175 
 527     19000  3.50  1.0  3.1     0.623    0.291    0.183    0.118 
 527     19000  3.50  2.0  3.1     1.243    0.581    0.365    0.235 
 527     19000  3.50  3.0  3.1     1.860    0.871    0.548    0.353 
 527     19000  3.50  4.0  3.1     2.473    1.160    0.730    0.471 
 527     19000  3.50  5.0  3.1     3.083    1.448    0.912    0.588 
 527     19000  3.50  6.0  3.1     3.690    1.736    1.094    0.706 
 527     19000  3.50  7.0  3.1     4.293    2.023    1.276    0.823 
 527     19000  3.50  8.0  3.1     4.893    2.310    1.457    0.940 
 527     19000  3.50  9.0  3.1     5.490    2.596    1.639    1.058 
 527     19000  3.50 10.0  3.1     6.083    2.881    1.820    1.175 
 528     19000  4.00  1.0  3.1     0.624    0.290    0.183    0.118 
 528     19000  4.00  2.0  3.1     1.244    0.581    0.365    0.236 
 528     19000  4.00  3.0  3.1     1.861    0.870    0.548    0.353 
 528     19000  4.00  4.0  3.1     2.474    1.159    0.730    0.471 
 528     19000  4.00  5.0  3.1     3.084    1.447    0.912    0.589 
 528     19000  4.00  6.0  3.1     3.691    1.735    1.094    0.706 
 528     19000  4.00  7.0  3.1     4.294    2.022    1.276    0.823 
 528     19000  4.00  8.0  3.1     4.894    2.309    1.457    0.941 
 528     19000  4.00  9.0  3.1     5.491    2.595    1.639    1.058 
 528     19000  4.00 10.0  3.1     6.084    2.881    1.820    1.175 
 529     19000  4.50  1.0  3.1     0.623    0.291    0.183    0.117 
 529     19000  4.50  2.0  3.1     1.243    0.581    0.366    0.235 
 529     19000  4.50  3.0  3.1     1.860    0.871    0.548    0.353 
 529     19000  4.50  4.0  3.1     2.474    1.160    0.730    0.470 
 529     19000  4.50  5.0  3.1     3.084    1.448    0.913    0.588 
 529     19000  4.50  6.0  3.1     3.690    1.736    1.094    0.705 
 529     19000  4.50  7.0  3.1     4.294    2.023    1.276    0.823 
 529     19000  4.50  8.0  3.1     4.894    2.310    1.458    0.940 
 529     19000  4.50  9.0  3.1     5.490    2.596    1.639    1.057 
 529     19000  4.50 10.0  3.1     6.083    2.882    1.820    1.175 
 530     19000  5.00  1.0  3.1     0.623    0.291    0.183    0.118 
 530     19000  5.00  2.0  3.1     1.244    0.581    0.366    0.236 
 530     19000  5.00  3.0  3.1     1.860    0.871    0.548    0.353 
 530     19000  5.00  4.0  3.1     2.474    1.160    0.731    0.471 
 530     19000  5.00  5.0  3.1     3.084    1.448    0.913    0.588 
 530     19000  5.00  6.0  3.1     3.691    1.736    1.095    0.706 
 530     19000  5.00  7.0  3.1     4.294    2.023    1.276    0.823 
 530     19000  5.00  8.0  3.1     4.894    2.310    1.458    0.941 
 530     19000  5.00  9.0  3.1     5.490    2.596    1.639    1.058 
 530     19000  5.00 10.0  3.1     6.084    2.881    1.821    1.175 
 531     20000  3.00  1.0  3.1     0.623    0.290    0.183    0.118 
 531     20000  3.00  2.0  3.1     1.243    0.581    0.365    0.236 
 531     20000  3.00  3.0  3.1     1.860    0.870    0.548    0.353 
 531     20000  3.00  4.0  3.1     2.474    1.159    0.730    0.471 
 531     20000  3.00  5.0  3.1     3.084    1.448    0.912    0.588 
 531     20000  3.00  6.0  3.1     3.691    1.735    1.094    0.706 
 531     20000  3.00  7.0  3.1     4.294    2.023    1.276    0.823 
 531     20000  3.00  8.0  3.1     4.894    2.309    1.457    0.941 
 531     20000  3.00  9.0  3.1     5.490    2.595    1.639    1.058 
 531     20000  3.00 10.0  3.1     6.084    2.881    1.820    1.175 
 532     20000  3.50  1.0  3.1     0.623    0.290    0.183    0.118 
 532     20000  3.50  2.0  3.1     1.244    0.581    0.366    0.236 
 532     20000  3.50  3.0  3.1     1.861    0.870    0.548    0.353 
 532     20000  3.50  4.0  3.1     2.474    1.159    0.731    0.471 
 532     20000  3.50  5.0  3.1     3.084    1.448    0.913    0.588 
 532     20000  3.50  6.0  3.1     3.691    1.735    1.095    0.706 
 532     20000  3.50  7.0  3.1     4.294    2.023    1.276    0.823 
 532     20000  3.50  8.0  3.1     4.894    2.309    1.458    0.941 
 532     20000  3.50  9.0  3.1     5.491    2.595    1.639    1.058 
 532     20000  3.50 10.0  3.1     6.084    2.881    1.821    1.175 
 533     20000  4.00  1.0  3.1     0.624    0.291    0.183    0.118 
 533     20000  4.00  2.0  3.1     1.244    0.581    0.365    0.236 
 533     20000  4.00  3.0  3.1     1.861    0.870    0.548    0.353 
 533     20000  4.00  4.0  3.1     2.475    1.159    0.730    0.471 
 533     20000  4.00  5.0  3.1     3.085    1.448    0.912    0.588 
 533     20000  4.00  6.0  3.1     3.692    1.736    1.094    0.706 
 533     20000  4.00  7.0  3.1     4.295    2.023    1.276    0.823 
 533     20000  4.00  8.0  3.1     4.895    2.310    1.457    0.941 
 533     20000  4.00  9.0  3.1     5.492    2.596    1.639    1.058 
 533     20000  4.00 10.0  3.1     6.085    2.881    1.820    1.175 
 534     20000  4.50  1.0  3.1     0.623    0.291    0.183    0.118 
 534     20000  4.50  2.0  3.1     1.244    0.581    0.366    0.236 
 534     20000  4.50  3.0  3.1     1.861    0.871    0.548    0.353 
 534     20000  4.50  4.0  3.1     2.474    1.160    0.730    0.471 
 534     20000  4.50  5.0  3.1     3.084    1.448    0.913    0.589 
 534     20000  4.50  6.0  3.1     3.691    1.736    1.095    0.706 
 534     20000  4.50  7.0  3.1     4.295    2.023    1.276    0.824 
 534     20000  4.50  8.0  3.1     4.895    2.310    1.458    0.941 
 534     20000  4.50  9.0  3.1     5.491    2.596    1.639    1.058 
 534     20000  4.50 10.0  3.1     6.085    2.881    1.821    1.175 
 535     20000  5.00  1.0  3.1     0.624    0.291    0.182    0.118 
 535     20000  5.00  2.0  3.1     1.244    0.581    0.365    0.236 
 535     20000  5.00  3.0  3.1     1.861    0.871    0.548    0.353 
 535     20000  5.00  4.0  3.1     2.474    1.160    0.730    0.471 
 535     20000  5.00  5.0  3.1     3.085    1.448    0.912    0.588 
 535     20000  5.00  6.0  3.1     3.691    1.736    1.094    0.706 
 535     20000  5.00  7.0  3.1     4.295    2.023    1.276    0.823 
 535     20000  5.00  8.0  3.1     4.895    2.310    1.457    0.941 
 535     20000  5.00  9.0  3.1     5.491    2.596    1.639    1.058 
 535     20000  5.00 10.0  3.1     6.085    2.882    1.820    1.175 
 536     21000  3.00  1.0  3.1     0.624    0.290    0.183    0.118 
 536     21000  3.00  2.0  3.1     1.244    0.581    0.365    0.236 
 536     21000  3.00  3.0  3.1     1.861    0.870    0.548    0.353 
 536     21000  3.00  4.0  3.1     2.475    1.159    0.730    0.471 
 536     21000  3.00  5.0  3.1     3.085    1.447    0.912    0.589 
 536     21000  3.00  6.0  3.1     3.692    1.735    1.094    0.706 
 536     21000  3.00  7.0  3.1     4.295    2.023    1.276    0.823 
 536     21000  3.00  8.0  3.1     4.895    2.309    1.458    0.941 
 536     21000  3.00  9.0  3.1     5.492    2.595    1.639    1.058 
 536     21000  3.00 10.0  3.1     6.085    2.881    1.820    1.175 
 537     21000  3.50  1.0  3.1     0.624    0.291    0.183    0.118 
 537     21000  3.50  2.0  3.1     1.244    0.581    0.366    0.235 
 537     21000  3.50  3.0  3.1     1.861    0.871    0.548    0.353 
 537     21000  3.50  4.0  3.1     2.475    1.160    0.730    0.471 
 537     21000  3.50  5.0  3.1     3.085    1.448    0.912    0.588 
 537     21000  3.50  6.0  3.1     3.692    1.736    1.094    0.706 
 537     21000  3.50  7.0  3.1     4.295    2.023    1.276    0.823 
 537     21000  3.50  8.0  3.1     4.895    2.310    1.458    0.941 
 537     21000  3.50  9.0  3.1     5.492    2.596    1.639    1.058 
 537     21000  3.50 10.0  3.1     6.086    2.882    1.820    1.175 
 538     21000  4.00  1.0  3.1     0.624    0.291    0.183    0.118 
 538     21000  4.00  2.0  3.1     1.244    0.581    0.366    0.236 
 538     21000  4.00  3.0  3.1     1.861    0.870    0.548    0.354 
 538     21000  4.00  4.0  3.1     2.475    1.159    0.731    0.471 
 538     21000  4.00  5.0  3.1     3.085    1.448    0.913    0.589 
 538     21000  4.00  6.0  3.1     3.692    1.736    1.095    0.706 
 538     21000  4.00  7.0  3.1     4.296    2.023    1.277    0.824 
 538     21000  4.00  8.0  3.1     4.896    2.310    1.458    0.941 
 538     21000  4.00  9.0  3.1     5.493    2.596    1.640    1.058 
 538     21000  4.00 10.0  3.1     6.086    2.881    1.821    1.176 
 539     21000  4.50  1.0  3.1     0.623    0.291    0.183    0.118 
 539     21000  4.50  2.0  3.1     1.244    0.581    0.365    0.235 
 539     21000  4.50  3.0  3.1     1.861    0.871    0.548    0.353 
 539     21000  4.50  4.0  3.1     2.474    1.160    0.730    0.471 
 539     21000  4.50  5.0  3.1     3.085    1.448    0.912    0.588 
 539     21000  4.50  6.0  3.1     3.692    1.736    1.094    0.706 
 539     21000  4.50  7.0  3.1     4.295    2.024    1.276    0.823 
 539     21000  4.50  8.0  3.1     4.895    2.310    1.458    0.940 
 539     21000  4.50  9.0  3.1     5.492    2.596    1.639    1.058 
 539     21000  4.50 10.0  3.1     6.085    2.882    1.820    1.175 
 540     21000  5.00  1.0  3.1     0.623    0.291    0.182    0.118 
 540     21000  5.00  2.0  3.1     1.244    0.581    0.365    0.235 
 540     21000  5.00  3.0  3.1     1.861    0.871    0.548    0.353 
 540     21000  5.00  4.0  3.1     2.474    1.160    0.730    0.471 
 540     21000  5.00  5.0  3.1     3.085    1.448    0.912    0.588 
 540     21000  5.00  6.0  3.1     3.692    1.736    1.094    0.706 
 540     21000  5.00  7.0  3.1     4.295    2.023    1.276    0.823 
 540     21000  5.00  8.0  3.1     4.895    2.310    1.457    0.940 
 540     21000  5.00  9.0  3.1     5.492    2.596    1.639    1.058 
 540     21000  5.00 10.0  3.1     6.085    2.882    1.820    1.175 
 541     22000  3.00  1.0  3.1     0.624    0.291    0.183    0.118 
 541     22000  3.00  2.0  3.1     1.244    0.581    0.365    0.236 
 541     22000  3.00  3.0  3.1     1.861    0.870    0.548    0.353 
 541     22000  3.00  4.0  3.1     2.475    1.159    0.730    0.471 
 541     22000  3.00  5.0  3.1     3.085    1.448    0.912    0.588 
 541     22000  3.00  6.0  3.1     3.692    1.736    1.094    0.706 
 541     22000  3.00  7.0  3.1     4.295    2.023    1.276    0.823 
 541     22000  3.00  8.0  3.1     4.896    2.310    1.458    0.941 
 541     22000  3.00  9.0  3.1     5.492    2.596    1.639    1.058 
 541     22000  3.00 10.0  3.1     6.086    2.881    1.820    1.175 
 542     22000  3.50  1.0  3.1     0.624    0.290    0.183    0.118 
 542     22000  3.50  2.0  3.1     1.244    0.581    0.366    0.236 
 542     22000  3.50  3.0  3.1     1.861    0.870    0.548    0.353 
 542     22000  3.50  4.0  3.1     2.475    1.159    0.731    0.471 
 542     22000  3.50  5.0  3.1     3.085    1.448    0.913    0.588 
 542     22000  3.50  6.0  3.1     3.692    1.735    1.095    0.706 
 542     22000  3.50  7.0  3.1     4.296    2.023    1.276    0.823 
 542     22000  3.50  8.0  3.1     4.896    2.309    1.458    0.941 
 542     22000  3.50  9.0  3.1     5.493    2.596    1.640    1.058 
 542     22000  3.50 10.0  3.1     6.086    2.881    1.821    1.175 
 543     22000  4.00  1.0  3.1     0.624    0.291    0.182    0.117 
 543     22000  4.00  2.0  3.1     1.244    0.581    0.365    0.235 
 543     22000  4.00  3.0  3.1     1.861    0.871    0.548    0.353 
 543     22000  4.00  4.0  3.1     2.475    1.160    0.730    0.470 
 543     22000  4.00  5.0  3.1     3.085    1.448    0.912    0.588 
 543     22000  4.00  6.0  3.1     3.692    1.736    1.094    0.705 
 543     22000  4.00  7.0  3.1     4.296    2.024    1.276    0.823 
 543     22000  4.00  8.0  3.1     4.896    2.310    1.457    0.940 
 543     22000  4.00  9.0  3.1     5.493    2.596    1.639    1.057 
 543     22000  4.00 10.0  3.1     6.086    2.882    1.820    1.175 
 544     22000  4.50  1.0  3.1     0.624    0.291    0.183    0.118 
 544     22000  4.50  2.0  3.1     1.244    0.581    0.366    0.235 
 544     22000  4.50  3.0  3.1     1.861    0.870    0.548    0.353 
 544     22000  4.50  4.0  3.1     2.475    1.160    0.730    0.471 
 544     22000  4.50  5.0  3.1     3.086    1.448    0.913    0.588 
 544     22000  4.50  6.0  3.1     3.693    1.736    1.095    0.706 
 544     22000  4.50  7.0  3.1     4.296    2.023    1.276    0.823 
 544     22000  4.50  8.0  3.1     4.896    2.310    1.458    0.940 
 544     22000  4.50  9.0  3.1     5.493    2.596    1.639    1.058 
 544     22000  4.50 10.0  3.1     6.087    2.882    1.821    1.175 
 545     22000  5.00  1.0  3.1     0.624    0.291    0.183    0.118 
 545     22000  5.00  2.0  3.1     1.244    0.581    0.365    0.235 
 545     22000  5.00  3.0  3.1     1.861    0.871    0.548    0.353 
 545     22000  5.00  4.0  3.1     2.475    1.160    0.730    0.471 
 545     22000  5.00  5.0  3.1     3.085    1.449    0.913    0.588 
 545     22000  5.00  6.0  3.1     3.692    1.736    1.095    0.706 
 545     22000  5.00  7.0  3.1     4.296    2.024    1.276    0.823 
 545     22000  5.00  8.0  3.1     4.896    2.310    1.458    0.940 
 545     22000  5.00  9.0  3.1     5.493    2.597    1.639    1.058 
 545     22000  5.00 10.0  3.1     6.087    2.882    1.821    1.175 
 546     23000  3.00  1.0  3.1     0.624    0.291    0.183    0.118 
 546     23000  3.00  2.0  3.1     1.244    0.581    0.366    0.236 
 546     23000  3.00  3.0  3.1     1.861    0.871    0.548    0.353 
 546     23000  3.00  4.0  3.1     2.475    1.160    0.731    0.471 
 546     23000  3.00  5.0  3.1     3.085    1.448    0.913    0.588 
 546     23000  3.00  6.0  3.1     3.692    1.736    1.095    0.706 
 546     23000  3.00  7.0  3.1     4.296    2.024    1.277    0.823 
 546     23000  3.00  8.0  3.1     4.896    2.310    1.458    0.941 
 546     23000  3.00  9.0  3.1     5.492    2.596    1.640    1.058 
 546     23000  3.00 10.0  3.1     6.086    2.882    1.821    1.175 
 547     23000  3.50  1.0  3.1     0.623    0.291    0.183    0.117 
 547     23000  3.50  2.0  3.1     1.244    0.581    0.365    0.235 
 547     23000  3.50  3.0  3.1     1.861    0.871    0.548    0.353 
 547     23000  3.50  4.0  3.1     2.475    1.160    0.730    0.470 
 547     23000  3.50  5.0  3.1     3.085    1.448    0.912    0.588 
 547     23000  3.50  6.0  3.1     3.692    1.736    1.094    0.705 
 547     23000  3.50  7.0  3.1     4.296    2.023    1.276    0.823 
 547     23000  3.50  8.0  3.1     4.896    2.310    1.458    0.940 
 547     23000  3.50  9.0  3.1     5.493    2.596    1.639    1.057 
 547     23000  3.50 10.0  3.1     6.087    2.882    1.821    1.175 
 548     23000  4.00  1.0  3.1     0.624    0.291    0.183    0.118 
 548     23000  4.00  2.0  3.1     1.245    0.581    0.365    0.236 
 548     23000  4.00  3.0  3.1     1.862    0.871    0.548    0.354 
 548     23000  4.00  4.0  3.1     2.476    1.160    0.730    0.471 
 548     23000  4.00  5.0  3.1     3.086    1.448    0.912    0.589 
 548     23000  4.00  6.0  3.1     3.693    1.736    1.094    0.706 
 548     23000  4.00  7.0  3.1     4.297    2.023    1.276    0.824 
 548     23000  4.00  8.0  3.1     4.897    2.310    1.458    0.941 
 548     23000  4.00  9.0  3.1     5.494    2.596    1.639    1.058 
 548     23000  4.00 10.0  3.1     6.088    2.882    1.820    1.176 
 549     23000  4.50  1.0  3.1     0.624    0.291    0.183    0.117 
 549     23000  4.50  2.0  3.1     1.245    0.581    0.366    0.235 
 549     23000  4.50  3.0  3.1     1.862    0.871    0.548    0.353 
 549     23000  4.50  4.0  3.1     2.476    1.160    0.730    0.470 
 549     23000  4.50  5.0  3.1     3.086    1.448    0.913    0.588 
 549     23000  4.50  6.0  3.1     3.693    1.736    1.095    0.705 
 549     23000  4.50  7.0  3.1     4.297    2.024    1.276    0.823 
 549     23000  4.50  8.0  3.1     4.897    2.310    1.458    0.940 
 549     23000  4.50  9.0  3.1     5.494    2.597    1.640    1.057 
 549     23000  4.50 10.0  3.1     6.088    2.882    1.821    1.175 
 550     23000  5.00  1.0  3.1     0.623    0.291    0.183    0.117 
 550     23000  5.00  2.0  3.1     1.244    0.581    0.365    0.235 
 550     23000  5.00  3.0  3.1     1.861    0.871    0.548    0.353 
 550     23000  5.00  4.0  3.1     2.475    1.160    0.730    0.470 
 550     23000  5.00  5.0  3.1     3.085    1.448    0.913    0.588 
 550     23000  5.00  6.0  3.1     3.692    1.736    1.095    0.705 
 550     23000  5.00  7.0  3.1     4.296    2.023    1.276    0.823 
 550     23000  5.00  8.0  3.1     4.896    2.310    1.458    0.940 
 550     23000  5.00  9.0  3.1     5.493    2.596    1.639    1.058 
 550     23000  5.00 10.0  3.1     6.087    2.882    1.821    1.175 
 551     24000  3.00  1.0  3.1     0.623    0.291    0.183    0.118 
 551     24000  3.00  2.0  3.1     1.244    0.581    0.365    0.236 
 551     24000  3.00  3.0  3.1     1.861    0.870    0.548    0.354 
 551     24000  3.00  4.0  3.1     2.475    1.159    0.730    0.471 
 551     24000  3.00  5.0  3.1     3.085    1.448    0.912    0.589 
 551     24000  3.00  6.0  3.1     3.692    1.736    1.094    0.706 
 551     24000  3.00  7.0  3.1     4.296    2.023    1.276    0.824 
 551     24000  3.00  8.0  3.1     4.896    2.310    1.458    0.941 
 551     24000  3.00  9.0  3.1     5.493    2.596    1.639    1.058 
 551     24000  3.00 10.0  3.1     6.086    2.881    1.821    1.176 
 552     24000  3.50  1.0  3.1     0.624    0.291    0.183    0.118 
 552     24000  3.50  2.0  3.1     1.244    0.581    0.366    0.236 
 552     24000  3.50  3.0  3.1     1.862    0.871    0.549    0.354 
 552     24000  3.50  4.0  3.1     2.475    1.160    0.731    0.471 
 552     24000  3.50  5.0  3.1     3.086    1.448    0.913    0.589 
 552     24000  3.50  6.0  3.1     3.693    1.736    1.095    0.706 
 552     24000  3.50  7.0  3.1     4.297    2.023    1.277    0.824 
 552     24000  3.50  8.0  3.1     4.897    2.310    1.459    0.941 
 552     24000  3.50  9.0  3.1     5.494    2.596    1.640    1.058 
 552     24000  3.50 10.0  3.1     6.087    2.882    1.821    1.176 
 553     24000  4.00  1.0  3.1     0.624    0.290    0.183    0.117 
 553     24000  4.00  2.0  3.1     1.244    0.581    0.366    0.235 
 553     24000  4.00  3.0  3.1     1.862    0.870    0.549    0.353 
 553     24000  4.00  4.0  3.1     2.475    1.159    0.731    0.470 
 553     24000  4.00  5.0  3.1     3.086    1.448    0.913    0.588 
 553     24000  4.00  6.0  3.1     3.693    1.736    1.095    0.705 
 553     24000  4.00  7.0  3.1     4.297    2.023    1.277    0.823 
 553     24000  4.00  8.0  3.1     4.897    2.310    1.458    0.940 
 553     24000  4.00  9.0  3.1     5.494    2.596    1.640    1.058 
 553     24000  4.00 10.0  3.1     6.088    2.882    1.821    1.175 
 554     24000  4.50  1.0  3.1     0.624    0.291    0.183    0.118 
 554     24000  4.50  2.0  3.1     1.245    0.581    0.366    0.236 
 554     24000  4.50  3.0  3.1     1.862    0.871    0.548    0.353 
 554     24000  4.50  4.0  3.1     2.476    1.160    0.730    0.471 
 554     24000  4.50  5.0  3.1     3.086    1.448    0.913    0.589 
 554     24000  4.50  6.0  3.1     3.693    1.736    1.095    0.706 
 554     24000  4.50  7.0  3.1     4.297    2.024    1.276    0.824 
 554     24000  4.50  8.0  3.1     4.897    2.310    1.458    0.941 
 554     24000  4.50  9.0  3.1     5.494    2.596    1.640    1.058 
 554     24000  4.50 10.0  3.1     6.088    2.882    1.821    1.175 
 555     24000  5.00  1.0  3.1     0.624    0.291    0.183    0.117 
 555     24000  5.00  2.0  3.1     1.244    0.581    0.365    0.235 
 555     24000  5.00  3.0  3.1     1.861    0.871    0.548    0.353 
 555     24000  5.00  4.0  3.1     2.475    1.160    0.730    0.470 
 555     24000  5.00  5.0  3.1     3.086    1.449    0.913    0.588 
 555     24000  5.00  6.0  3.1     3.693    1.737    1.095    0.705 
 555     24000  5.00  7.0  3.1     4.297    2.024    1.276    0.823 
 555     24000  5.00  8.0  3.1     4.897    2.311    1.458    0.940 
 555     24000  5.00  9.0  3.1     5.494    2.597    1.640    1.057 
 555     24000  5.00 10.0  3.1     6.088    2.882    1.821    1.175 
 556     25000  3.00  1.0  3.1     0.623    0.291    0.183    0.118 
 556     25000  3.00  2.0  3.1     1.244    0.581    0.365    0.236 
 556     25000  3.00  3.0  3.1     1.861    0.871    0.548    0.354 
 556     25000  3.00  4.0  3.1     2.475    1.160    0.730    0.471 
 556     25000  3.00  5.0  3.1     3.085    1.448    0.913    0.589 
 556     25000  3.00  6.0  3.1     3.692    1.736    1.094    0.706 
 556     25000  3.00  7.0  3.1     4.296    2.023    1.276    0.824 
 556     25000  3.00  8.0  3.1     4.896    2.310    1.458    0.941 
 556     25000  3.00  9.0  3.1     5.493    2.596    1.639    1.058 
 556     25000  3.00 10.0  3.1     6.087    2.882    1.821    1.176 
 557     25000  3.50  1.0  3.1     0.624    0.291    0.183    0.118 
 557     25000  3.50  2.0  3.1     1.245    0.581    0.366    0.235 
 557     25000  3.50  3.0  3.1     1.862    0.871    0.548    0.353 
 557     25000  3.50  4.0  3.1     2.476    1.160    0.731    0.471 
 557     25000  3.50  5.0  3.1     3.086    1.449    0.913    0.588 
 557     25000  3.50  6.0  3.1     3.694    1.736    1.095    0.706 
 557     25000  3.50  7.0  3.1     4.297    2.024    1.277    0.823 
 557     25000  3.50  8.0  3.1     4.898    2.311    1.458    0.940 
 557     25000  3.50  9.0  3.1     5.495    2.597    1.640    1.058 
 557     25000  3.50 10.0  3.1     6.088    2.882    1.821    1.175 
 558     25000  4.00  1.0  3.1     0.624    0.291    0.183    0.118 
 558     25000  4.00  2.0  3.1     1.244    0.581    0.366    0.235 
 558     25000  4.00  3.0  3.1     1.862    0.871    0.548    0.353 
 558     25000  4.00  4.0  3.1     2.476    1.160    0.731    0.470 
 558     25000  4.00  5.0  3.1     3.086    1.448    0.913    0.588 
 558     25000  4.00  6.0  3.1     3.693    1.736    1.095    0.706 
 558     25000  4.00  7.0  3.1     4.297    2.023    1.277    0.823 
 558     25000  4.00  8.0  3.1     4.898    2.310    1.458    0.940 
 558     25000  4.00  9.0  3.1     5.495    2.596    1.640    1.058 
 558     25000  4.00 10.0  3.1     6.088    2.882    1.821    1.175 
 559     25000  4.50  1.0  3.1     0.624    0.291    0.183    0.118 
 559     25000  4.50  2.0  3.1     1.244    0.581    0.365    0.236 
 559     25000  4.50  3.0  3.1     1.862    0.871    0.548    0.354 
 559     25000  4.50  4.0  3.1     2.476    1.160    0.730    0.471 
 559     25000  4.50  5.0  3.1     3.086    1.448    0.912    0.589 
 559     25000  4.50  6.0  3.1     3.693    1.736    1.094    0.706 
 559     25000  4.50  7.0  3.1     4.297    2.024    1.276    0.824 
 559     25000  4.50  8.0  3.1     4.898    2.310    1.458    0.941 
 559     25000  4.50  9.0  3.1     5.495    2.596    1.639    1.058 
 559     25000  4.50 10.0  3.1     6.088    2.882    1.821    1.176 
 560     25000  5.00  1.0  3.1     0.624    0.291    0.183    0.118 
 560     25000  5.00  2.0  3.1     1.244    0.581    0.366    0.235 
 560     25000  5.00  3.0  3.1     1.862    0.871    0.549    0.353 
 560     25000  5.00  4.0  3.1     2.476    1.160    0.731    0.471 
 560     25000  5.00  5.0  3.1     3.086    1.448    0.913    0.588 
 560     25000  5.00  6.0  3.1     3.693    1.736    1.095    0.706 
 560     25000  5.00  7.0  3.1     4.297    2.024    1.277    0.823 
 560     25000  5.00  8.0  3.1     4.898    2.310    1.459    0.940 
 560     25000  5.00  9.0  3.1     5.495    2.597    1.640    1.058 
 560     25000  5.00 10.0  3.1     6.088    2.882    1.822    1.175 
 561     26000  3.00  1.0  3.1     0.624    0.291    0.183    0.117 
 561     26000  3.00  2.0  3.1     1.245    0.582    0.366    0.235 
 561     26000  3.00  3.0  3.1     1.862    0.871    0.548    0.353 
 561     26000  3.00  4.0  3.1     2.476    1.160    0.731    0.470 
 561     26000  3.00  5.0  3.1     3.086    1.449    0.913    0.588 
 561     26000  3.00  6.0  3.1     3.694    1.737    1.095    0.705 
 561     26000  3.00  7.0  3.1     4.297    2.024    1.277    0.823 
 561     26000  3.00  8.0  3.1     4.898    2.311    1.458    0.940 
 561     26000  3.00  9.0  3.1     5.495    2.597    1.640    1.057 
 561     26000  3.00 10.0  3.1     6.088    2.882    1.821    1.175 
 562     26000  3.50  1.0  3.1     0.624    0.291    0.183    0.118 
 562     26000  3.50  2.0  3.1     1.245    0.582    0.365    0.236 
 562     26000  3.50  3.0  3.1     1.862    0.871    0.548    0.353 
 562     26000  3.50  4.0  3.1     2.476    1.160    0.730    0.471 
 562     26000  3.50  5.0  3.1     3.087    1.449    0.912    0.589 
 562     26000  3.50  6.0  3.1     3.694    1.737    1.094    0.706 
 562     26000  3.50  7.0  3.1     4.298    2.024    1.276    0.824 
 562     26000  3.50  8.0  3.1     4.898    2.311    1.458    0.941 
 562     26000  3.50  9.0  3.1     5.495    2.597    1.639    1.058 
 562     26000  3.50 10.0  3.1     6.089    2.883    1.821    1.176 
 563     26000  4.00  1.0  3.1     0.624    0.291    0.183    0.118 
 563     26000  4.00  2.0  3.1     1.244    0.581    0.366    0.235 
 563     26000  4.00  3.0  3.1     1.862    0.871    0.549    0.353 
 563     26000  4.00  4.0  3.1     2.476    1.160    0.731    0.471 
 563     26000  4.00  5.0  3.1     3.086    1.448    0.913    0.588 
 563     26000  4.00  6.0  3.1     3.693    1.736    1.095    0.706 
 563     26000  4.00  7.0  3.1     4.297    2.024    1.277    0.823 
 563     26000  4.00  8.0  3.1     4.898    2.310    1.459    0.941 
 563     26000  4.00  9.0  3.1     5.495    2.596    1.640    1.058 
 563     26000  4.00 10.0  3.1     6.088    2.882    1.821    1.175 
 564     26000  4.50  1.0  3.1     0.624    0.291    0.183    0.118 
 564     26000  4.50  2.0  3.1     1.244    0.581    0.366    0.235 
 564     26000  4.50  3.0  3.1     1.862    0.871    0.548    0.353 
 564     26000  4.50  4.0  3.1     2.476    1.160    0.731    0.471 
 564     26000  4.50  5.0  3.1     3.086    1.448    0.913    0.588 
 564     26000  4.50  6.0  3.1     3.693    1.736    1.095    0.706 
 564     26000  4.50  7.0  3.1     4.297    2.024    1.277    0.823 
 564     26000  4.50  8.0  3.1     4.898    2.310    1.458    0.940 
 564     26000  4.50  9.0  3.1     5.495    2.597    1.640    1.058 
 564     26000  4.50 10.0  3.1     6.089    2.882    1.821    1.175 
 565     26000  5.00  1.0  3.1     0.624    0.291    0.183    0.118 
 565     26000  5.00  2.0  3.1     1.244    0.581    0.366    0.236 
 565     26000  5.00  3.0  3.1     1.862    0.871    0.548    0.354 
 565     26000  5.00  4.0  3.1     2.476    1.160    0.731    0.471 
 565     26000  5.00  5.0  3.1     3.086    1.449    0.913    0.589 
