# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          I        J        H       Ks
 411     10000  3.50  5.0  3.1     3.076    1.446    0.911    0.588 
 411     10000  3.50  6.0  3.1     3.681    1.734    1.093    0.706 
 411     10000  3.50  7.0  3.1     4.283    2.021    1.274    0.823 
 411     10000  3.50  8.0  3.1     4.881    2.307    1.456    0.940 
 411     10000  3.50  9.0  3.1     5.476    2.593    1.637    1.058 
 411     10000  3.50 10.0  3.1     6.067    2.878    1.818    1.175 
 412     10000  4.00  1.0  3.1     0.622    0.291    0.183    0.118 
 412     10000  4.00  2.0  3.1     1.241    0.581    0.365    0.236 
 412     10000  4.00  3.0  3.1     1.856    0.870    0.547    0.353 
 412     10000  4.00  4.0  3.1     2.468    1.159    0.729    0.471 
 412     10000  4.00  5.0  3.1     3.077    1.447    0.911    0.588 
 412     10000  4.00  6.0  3.1     3.682    1.734    1.093    0.706 
 412     10000  4.00  7.0  3.1     4.284    2.021    1.275    0.823 
 412     10000  4.00  8.0  3.1     4.883    2.308    1.456    0.941 
 412     10000  4.00  9.0  3.1     5.478    2.594    1.637    1.058 
 412     10000  4.00 10.0  3.1     6.069    2.879    1.818    1.175 
 413     10000  4.50  1.0  3.1     0.623    0.291    0.183    0.117 
 413     10000  4.50  2.0  3.1     1.242    0.581    0.366    0.235 
 413     10000  4.50  3.0  3.1     1.857    0.870    0.548    0.353 
 413     10000  4.50  4.0  3.1     2.469    1.159    0.730    0.470 
 413     10000  4.50  5.0  3.1     3.078    1.447    0.912    0.588 
 413     10000  4.50  6.0  3.1     3.684    1.734    1.094    0.705 
 413     10000  4.50  7.0  3.1     4.286    2.021    1.275    0.823 
 413     10000  4.50  8.0  3.1     4.884    2.308    1.457    0.940 
 413     10000  4.50  9.0  3.1     5.480    2.593    1.638    1.057 
 413     10000  4.50 10.0  3.1     6.071    2.879    1.819    1.174 
 414     10000  5.00  1.0  3.1     0.623    0.290    0.183    0.118 
 414     10000  5.00  2.0  3.1     1.241    0.580    0.365    0.236 
 414     10000  5.00  3.0  3.1     1.857    0.869    0.548    0.353 
 414     10000  5.00  4.0  3.1     2.469    1.158    0.730    0.471 
 414     10000  5.00  5.0  3.1     3.078    1.446    0.912    0.588 
 414     10000  5.00  6.0  3.1     3.684    1.734    1.094    0.706 
 414     10000  5.00  7.0  3.1     4.286    2.021    1.275    0.823 
 414     10000  5.00  8.0  3.1     4.884    2.307    1.457    0.940 
 414     10000  5.00  9.0  3.1     5.480    2.593    1.638    1.058 
 414     10000  5.00 10.0  3.1     6.072    2.878    1.819    1.175 
 415     10250  2.00  1.0  3.1     0.622    0.291    0.183    0.117 
 415     10250  2.00  2.0  3.1     1.240    0.581    0.366    0.235 
 415     10250  2.00  3.0  3.1     1.855    0.870    0.548    0.353 
 415     10250  2.00  4.0  3.1     2.466    1.158    0.730    0.470 
 415     10250  2.00  5.0  3.1     3.074    1.447    0.912    0.588 
 415     10250  2.00  6.0  3.1     3.678    1.734    1.094    0.705 
 415     10250  2.00  7.0  3.1     4.279    2.021    1.275    0.822 
 415     10250  2.00  8.0  3.1     4.876    2.307    1.456    0.940 
 415     10250  2.00  9.0  3.1     5.470    2.593    1.638    1.057 
 415     10250  2.00 10.0  3.1     6.061    2.878    1.819    1.174 
 416     10250  2.50  1.0  3.1     0.622    0.290    0.183    0.117 
 416     10250  2.50  2.0  3.1     1.240    0.580    0.365    0.235 
 416     10250  2.50  3.0  3.1     1.855    0.870    0.547    0.353 
 416     10250  2.50  4.0  3.1     2.466    1.158    0.730    0.470 
 416     10250  2.50  5.0  3.1     3.074    1.446    0.911    0.588 
 416     10250  2.50  6.0  3.1     3.679    1.734    1.093    0.705 
 416     10250  2.50  7.0  3.1     4.280    2.021    1.275    0.823 
 416     10250  2.50  8.0  3.1     4.878    2.307    1.456    0.940 
 416     10250  2.50  9.0  3.1     5.472    2.593    1.637    1.057 
 416     10250  2.50 10.0  3.1     6.063    2.878    1.818    1.174 
 417     10250  3.00  1.0  3.1     0.622    0.290    0.182    0.118 
 417     10250  3.00  2.0  3.1     1.241    0.580    0.365    0.236 
 417     10250  3.00  3.0  3.1     1.856    0.869    0.547    0.353 
 417     10250  3.00  4.0  3.1     2.467    1.158    0.729    0.471 
 417     10250  3.00  5.0  3.1     3.076    1.446    0.911    0.588 
 417     10250  3.00  6.0  3.1     3.680    1.734    1.093    0.706 
 417     10250  3.00  7.0  3.1     4.282    2.021    1.274    0.823 
 417     10250  3.00  8.0  3.1     4.880    2.307    1.456    0.941 
 417     10250  3.00  9.0  3.1     5.474    2.593    1.637    1.058 
 417     10250  3.00 10.0  3.1     6.065    2.878    1.818    1.175 
 418     10250  3.50  1.0  3.1     0.622    0.291    0.182    0.117 
 418     10250  3.50  2.0  3.1     1.240    0.581    0.365    0.235 
 418     10250  3.50  3.0  3.1     1.856    0.870    0.547    0.353 
 418     10250  3.50  4.0  3.1     2.468    1.159    0.729    0.470 
 418     10250  3.50  5.0  3.1     3.076    1.447    0.911    0.588 
 418     10250  3.50  6.0  3.1     3.681    1.734    1.093    0.705 
 418     10250  3.50  7.0  3.1     4.283    2.021    1.274    0.823 
 418     10250  3.50  8.0  3.1     4.881    2.308    1.456    0.940 
 418     10250  3.50  9.0  3.1     5.476    2.594    1.637    1.057 
 418     10250  3.50 10.0  3.1     6.068    2.879    1.818    1.174 
 419     10250  4.00  1.0  3.1     0.622    0.291    0.182    0.118 
 419     10250  4.00  2.0  3.1     1.241    0.581    0.365    0.236 
 419     10250  4.00  3.0  3.1     1.857    0.870    0.547    0.353 
 419     10250  4.00  4.0  3.1     2.469    1.159    0.729    0.471 
 419     10250  4.00  5.0  3.1     3.077    1.447    0.911    0.588 
 419     10250  4.00  6.0  3.1     3.683    1.735    1.093    0.706 
 419     10250  4.00  7.0  3.1     4.285    2.022    1.275    0.823 
 419     10250  4.00  8.0  3.1     4.883    2.308    1.456    0.941 
 419     10250  4.00  9.0  3.1     5.478    2.594    1.637    1.058 
 419     10250  4.00 10.0  3.1     6.070    2.879    1.818    1.175 
 420     10250  4.50  1.0  3.1     0.622    0.290    0.183    0.118 
 420     10250  4.50  2.0  3.1     1.241    0.580    0.365    0.235 
 420     10250  4.50  3.0  3.1     1.857    0.869    0.547    0.353 
 420     10250  4.50  4.0  3.1     2.469    1.158    0.730    0.471 
 420     10250  4.50  5.0  3.1     3.078    1.446    0.912    0.588 
 420     10250  4.50  6.0  3.1     3.683    1.734    1.093    0.706 
 420     10250  4.50  7.0  3.1     4.285    2.021    1.275    0.823 
 420     10250  4.50  8.0  3.1     4.884    2.307    1.456    0.940 
 420     10250  4.50  9.0  3.1     5.479    2.593    1.638    1.058 
 420     10250  4.50 10.0  3.1     6.071    2.878    1.819    1.175 
 421     10250  5.00  1.0  3.1     0.622    0.291    0.183    0.118 
 421     10250  5.00  2.0  3.1     1.241    0.581    0.365    0.236 
 421     10250  5.00  3.0  3.1     1.857    0.870    0.547    0.353 
 421     10250  5.00  4.0  3.1     2.469    1.159    0.730    0.471 
 421     10250  5.00  5.0  3.1     3.078    1.447    0.912    0.588 
 421     10250  5.00  6.0  3.1     3.684    1.734    1.093    0.706 
 421     10250  5.00  7.0  3.1     4.286    2.021    1.275    0.823 
 421     10250  5.00  8.0  3.1     4.885    2.308    1.457    0.941 
 421     10250  5.00  9.0  3.1     5.480    2.594    1.638    1.058 
 421     10250  5.00 10.0  3.1     6.072    2.879    1.819    1.175 
 422     10500  2.00  1.0  3.1     0.622    0.290    0.182    0.118 
 422     10500  2.00  2.0  3.1     1.240    0.580    0.365    0.236 
 422     10500  2.00  3.0  3.1     1.855    0.870    0.547    0.353 
 422     10500  2.00  4.0  3.1     2.466    1.158    0.729    0.471 
 422     10500  2.00  5.0  3.1     3.074    1.446    0.911    0.588 
 422     10500  2.00  6.0  3.1     3.678    1.734    1.093    0.706 
 422     10500  2.00  7.0  3.1     4.279    2.021    1.274    0.823 
 422     10500  2.00  8.0  3.1     4.877    2.307    1.456    0.940 
 422     10500  2.00  9.0  3.1     5.471    2.593    1.637    1.058 
 422     10500  2.00 10.0  3.1     6.062    2.878    1.818    1.175 
 423     10500  2.50  1.0  3.1     0.622    0.290    0.182    0.118 
 423     10500  2.50  2.0  3.1     1.240    0.580    0.365    0.236 
 423     10500  2.50  3.0  3.1     1.855    0.869    0.547    0.353 
 423     10500  2.50  4.0  3.1     2.466    1.158    0.729    0.471 
 423     10500  2.50  5.0  3.1     3.075    1.446    0.911    0.588 
 423     10500  2.50  6.0  3.1     3.679    1.734    1.093    0.706 
 423     10500  2.50  7.0  3.1     4.280    2.021    1.274    0.823 
 423     10500  2.50  8.0  3.1     4.878    2.307    1.456    0.941 
 423     10500  2.50  9.0  3.1     5.473    2.593    1.637    1.058 
 423     10500  2.50 10.0  3.1     6.064    2.878    1.818    1.175 
 424     10500  3.00  1.0  3.1     0.622    0.290    0.183    0.117 
 424     10500  3.00  2.0  3.1     1.241    0.580    0.365    0.235 
 424     10500  3.00  3.0  3.1     1.856    0.869    0.548    0.353 
 424     10500  3.00  4.0  3.1     2.468    1.158    0.730    0.470 
 424     10500  3.00  5.0  3.1     3.076    1.446    0.912    0.588 
 424     10500  3.00  6.0  3.1     3.681    1.734    1.093    0.705 
 424     10500  3.00  7.0  3.1     4.282    2.021    1.275    0.822 
 424     10500  3.00  8.0  3.1     4.880    2.307    1.456    0.940 
 424     10500  3.00  9.0  3.1     5.475    2.593    1.637    1.057 
 424     10500  3.00 10.0  3.1     6.066    2.878    1.818    1.174 
 425     10500  3.50  1.0  3.1     0.623    0.290    0.182    0.117 
 425     10500  3.50  2.0  3.1     1.241    0.580    0.365    0.235 
 425     10500  3.50  3.0  3.1     1.857    0.870    0.547    0.353 
 425     10500  3.50  4.0  3.1     2.469    1.158    0.729    0.470 
 425     10500  3.50  5.0  3.1     3.077    1.446    0.911    0.588 
 425     10500  3.50  6.0  3.1     3.682    1.734    1.093    0.705 
 425     10500  3.50  7.0  3.1     4.284    2.021    1.274    0.823 
 425     10500  3.50  8.0  3.1     4.882    2.308    1.456    0.940 
 425     10500  3.50  9.0  3.1     5.477    2.593    1.637    1.057 
 425     10500  3.50 10.0  3.1     6.069    2.879    1.818    1.174 
 426     10500  4.00  1.0  3.1     0.622    0.290    0.183    0.118 
 426     10500  4.00  2.0  3.1     1.241    0.580    0.366    0.235 
 426     10500  4.00  3.0  3.1     1.857    0.869    0.548    0.353 
 426     10500  4.00  4.0  3.1     2.469    1.158    0.730    0.470 
 426     10500  4.00  5.0  3.1     3.078    1.446    0.912    0.588 
 426     10500  4.00  6.0  3.1     3.683    1.734    1.094    0.705 
 426     10500  4.00  7.0  3.1     4.285    2.021    1.275    0.823 
 426     10500  4.00  8.0  3.1     4.883    2.307    1.457    0.940 
 426     10500  4.00  9.0  3.1     5.479    2.593    1.638    1.057 
 426     10500  4.00 10.0  3.1     6.071    2.879    1.819    1.175 
 427     10500  4.50  1.0  3.1     0.622    0.291    0.183    0.118 
 427     10500  4.50  2.0  3.1     1.241    0.580    0.365    0.235 
 427     10500  4.50  3.0  3.1     1.857    0.870    0.547    0.353 
 427     10500  4.50  4.0  3.1     2.469    1.159    0.730    0.470 
 427     10500  4.50  5.0  3.1     3.078    1.447    0.912    0.588 
 427     10500  4.50  6.0  3.1     3.683    1.734    1.093    0.705 
 427     10500  4.50  7.0  3.1     4.286    2.021    1.275    0.823 
 427     10500  4.50  8.0  3.1     4.884    2.308    1.456    0.940 
 427     10500  4.50  9.0  3.1     5.480    2.594    1.638    1.057 
 427     10500  4.50 10.0  3.1     6.072    2.879    1.819    1.175 
 428     10500  5.00  1.0  3.1     0.623    0.290    0.183    0.118 
 428     10500  5.00  2.0  3.1     1.242    0.580    0.366    0.236 
 428     10500  5.00  3.0  3.1     1.857    0.869    0.548    0.353 
 428     10500  5.00  4.0  3.1     2.470    1.158    0.730    0.471 
 428     10500  5.00  5.0  3.1     3.079    1.446    0.912    0.588 
 428     10500  5.00  6.0  3.1     3.684    1.734    1.094    0.706 
 428     10500  5.00  7.0  3.1     4.286    2.021    1.276    0.823 
 428     10500  5.00  8.0  3.1     4.885    2.307    1.457    0.940 
 428     10500  5.00  9.0  3.1     5.481    2.593    1.638    1.058 
 428     10500  5.00 10.0  3.1     6.073    2.879    1.819    1.175 
 429     10750  2.00  1.0  3.1     0.621    0.290    0.183    0.117 
 429     10750  2.00  2.0  3.1     1.240    0.580    0.365    0.235 
 429     10750  2.00  3.0  3.1     1.855    0.869    0.548    0.353 
 429     10750  2.00  4.0  3.1     2.466    1.158    0.730    0.470 
 429     10750  2.00  5.0  3.1     3.074    1.446    0.912    0.588 
 429     10750  2.00  6.0  3.1     3.679    1.734    1.094    0.705 
 429     10750  2.00  7.0  3.1     4.280    2.021    1.275    0.822 
 429     10750  2.00  8.0  3.1     4.878    2.307    1.456    0.940 
 429     10750  2.00  9.0  3.1     5.472    2.593    1.638    1.057 
 429     10750  2.00 10.0  3.1     6.063    2.878    1.819    1.174 
 430     10750  2.50  1.0  3.1     0.622    0.291    0.183    0.118 
 430     10750  2.50  2.0  3.1     1.240    0.581    0.366    0.235 
 430     10750  2.50  3.0  3.1     1.855    0.870    0.548    0.353 
 430     10750  2.50  4.0  3.1     2.467    1.159    0.730    0.471 
 430     10750  2.50  5.0  3.1     3.075    1.447    0.912    0.588 
 430     10750  2.50  6.0  3.1     3.680    1.734    1.094    0.706 
 430     10750  2.50  7.0  3.1     4.281    2.021    1.275    0.823 
 430     10750  2.50  8.0  3.1     4.879    2.308    1.456    0.940 
 430     10750  2.50  9.0  3.1     5.474    2.594    1.638    1.058 
 430     10750  2.50 10.0  3.1     6.065    2.879    1.819    1.175 
 431     10750  3.00  1.0  3.1     0.622    0.290    0.183    0.117 
 431     10750  3.00  2.0  3.1     1.241    0.580    0.365    0.235 
 431     10750  3.00  3.0  3.1     1.856    0.870    0.547    0.353 
 431     10750  3.00  4.0  3.1     2.468    1.158    0.729    0.470 
 431     10750  3.00  5.0  3.1     3.076    1.447    0.911    0.588 
 431     10750  3.00  6.0  3.1     3.681    1.734    1.093    0.705 
 431     10750  3.00  7.0  3.1     4.283    2.021    1.275    0.822 
 431     10750  3.00  8.0  3.1     4.881    2.308    1.456    0.940 
 431     10750  3.00  9.0  3.1     5.476    2.593    1.637    1.057 
 431     10750  3.00 10.0  3.1     6.067    2.879    1.818    1.174 
 432     10750  3.50  1.0  3.1     0.622    0.291    0.182    0.118 
 432     10750  3.50  2.0  3.1     1.241    0.581    0.365    0.236 
 432     10750  3.50  3.0  3.1     1.856    0.870    0.547    0.353 
 432     10750  3.50  4.0  3.1     2.468    1.159    0.729    0.471 
 432     10750  3.50  5.0  3.1     3.077    1.447    0.911    0.588 
 432     10750  3.50  6.0  3.1     3.682    1.735    1.093    0.706 
 432     10750  3.50  7.0  3.1     4.284    2.022    1.274    0.823 
 432     10750  3.50  8.0  3.1     4.882    2.308    1.456    0.940 
 432     10750  3.50  9.0  3.1     5.477    2.594    1.637    1.058 
 432     10750  3.50 10.0  3.1     6.069    2.879    1.818    1.175 
 433     10750  4.00  1.0  3.1     0.623    0.290    0.183    0.118 
 433     10750  4.00  2.0  3.1     1.242    0.580    0.365    0.235 
 433     10750  4.00  3.0  3.1     1.857    0.870    0.547    0.353 
 433     10750  4.00  4.0  3.1     2.470    1.158    0.729    0.471 
 433     10750  4.00  5.0  3.1     3.078    1.447    0.911    0.588 
 433     10750  4.00  6.0  3.1     3.684    1.734    1.093    0.706 
 433     10750  4.00  7.0  3.1     4.286    2.021    1.275    0.823 
 433     10750  4.00  8.0  3.1     4.884    2.308    1.456    0.940 
 433     10750  4.00  9.0  3.1     5.480    2.594    1.637    1.058 
 433     10750  4.00 10.0  3.1     6.072    2.879    1.818    1.175 
 434     10750  4.50  1.0  3.1     0.623    0.290    0.183    0.118 
 434     10750  4.50  2.0  3.1     1.242    0.580    0.365    0.236 
 434     10750  4.50  3.0  3.1     1.857    0.869    0.547    0.353 
 434     10750  4.50  4.0  3.1     2.470    1.158    0.730    0.471 
 434     10750  4.50  5.0  3.1     3.079    1.446    0.912    0.589 
 434     10750  4.50  6.0  3.1     3.684    1.734    1.093    0.706 
 434     10750  4.50  7.0  3.1     4.286    2.021    1.275    0.823 
 434     10750  4.50  8.0  3.1     4.885    2.308    1.456    0.941 
 434     10750  4.50  9.0  3.1     5.481    2.593    1.638    1.058 
 434     10750  4.50 10.0  3.1     6.073    2.879    1.819    1.175 
 435     10750  5.00  1.0  3.1     0.623    0.291    0.183    0.118 
 435     10750  5.00  2.0  3.1     1.242    0.581    0.366    0.235 
 435     10750  5.00  3.0  3.1     1.858    0.870    0.548    0.353 
 435     10750  5.00  4.0  3.1     2.470    1.159    0.730    0.470 
 435     10750  5.00  5.0  3.1     3.079    1.447    0.912    0.588 
 435     10750  5.00  6.0  3.1     3.685    1.735    1.094    0.705 
 435     10750  5.00  7.0  3.1     4.287    2.022    1.276    0.823 
 435     10750  5.00  8.0  3.1     4.886    2.308    1.457    0.940 
 435     10750  5.00  9.0  3.1     5.481    2.594    1.639    1.057 
 435     10750  5.00 10.0  3.1     6.074    2.879    1.820    1.175 
 436     11000  2.00  1.0  3.1     0.621    0.290    0.183    0.118 
 436     11000  2.00  2.0  3.1     1.240    0.580    0.365    0.235 
 436     11000  2.00  3.0  3.1     1.855    0.869    0.548    0.353 
 436     11000  2.00  4.0  3.1     2.466    1.158    0.730    0.470 
 436     11000  2.00  5.0  3.1     3.075    1.446    0.912    0.588 
 436     11000  2.00  6.0  3.1     3.679    1.734    1.094    0.705 
 436     11000  2.00  7.0  3.1     4.281    2.021    1.275    0.823 
 436     11000  2.00  8.0  3.1     4.879    2.307    1.457    0.940 
 436     11000  2.00  9.0  3.1     5.473    2.593    1.638    1.057 
